Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place
2014,a001,Bayer Leverkusen,1,Bernd Leno,GER,G,1.89,78,04-03-92,Bietigheim-Bissingen
2014,a001,Bayer Leverkusen,2,Kostas Stafylidis,GRE,D,1.76,74,02-12-93,Koufalia
2014,a001,Bayer Leverkusen,3,Stefan Reinartz,GER,D,1.88,75,01-01-89,Engelskirchen
2014,a001,Bayer Leverkusen,4,Philipp Wollscheid,GER,D,1.94,84,06-03-89,Wadern
2014,a001,Bayer Leverkusen,5,Emir Spahić,BIH,D,1.83,77,18-08-80,Dubrovnik
2014,a001,Bayer Leverkusen,6,Simon Rolfes,GER,M,1.89,82,21-01-82,Ibbenbüren
2014,a001,Bayer Leverkusen,7,Son Heung-Min,KOR,F,1.83,76,08-07-92,Chuncheon
2014,a001,Bayer Leverkusen,8,Lars Bender,GER,M,1.84,77,27-04-89,Rosenheim
2014,a001,Bayer Leverkusen,9,Eren Derdiyok,SUI,F,1.9,83,12-06-88,Basel
2014,a001,Bayer Leverkusen,10,Emre Can,GER,M,1.86,76,12-1-94,Frankfurt am Main
2014,a001,Bayer Leverkusen,11,Stephan Kießling,GER,F,1.9,80,25-01-84,Lichtenfels
2014,a001,Bayer Leverkusen,13,Jens Hegeler,GER,D,1.93,80,22-01-88,Cologne
2014,a001,Bayer Leverkusen,14,Roberto Hilbert,GER,M,1.82,80,16-10-84,Forchheim
2014,a001,Bayer Leverkusen,15,Levin Öztunali,GER,M,1.76,70,15-03-96,Hamburg
2014,a001,Bayer Leverkusen,17,Sebastian Boenisch,POL,D,1.91,86,01-02-87,Gliwice
2014,a001,Bayer Leverkusen,18,Sidney Sam,GER,M,1.74,66,31-01-88,Kiel
2014,a001,Bayer Leverkusen,19,Julian Brandt,GER,M,1.83,80,02-05-96,Bremen
2014,a001,Bayer Leverkusen,20,Andrés Guardado,MEX,M,1.69,60,28-09-86,Guadalajara
2014,a001,Bayer Leverkusen,21,Ömer Toprak,TUR,D,1.86,81,21-07-89,Ravensburg
2014,a001,Bayer Leverkusen,22,David Yelldell,USA,G,1.94,85,01-10-81,Stuttgart
2014,a001,Bayer Leverkusen,23,Robbie Kruse,AUS,F,1.79,72,05-10-88,Brisbane
2014,a001,Bayer Leverkusen,24,Ryu Seung-Woo,KOR,F,1.72,67,17-12-93,Busan
2014,a001,Bayer Leverkusen,25,Andrés Palop,ESP,G,1.84,75,22-10-73,Valencia
2014,a001,Bayer Leverkusen,26,Giulio Donati,ITA,D,1.75,70,5-2-90,Pietrasanta
2014,a001,Bayer Leverkusen,27,Gonzalo Castro,GER,D,1.7,74,11-6-87,Wuppertal
2014,a001,Bayer Leverkusen,30,Malcolm Cacutalua,GER,D,1.86,77,15-11-94,Troisdorf
2014,a001,Bayer Leverkusen,32,Jonas Meffert,GER,M,1.86,77,04-09-94,Cologne
2014,a001,Bayer Leverkusen,35,Alexander Bieler,GER,M,1.86,81,05-09-92,Oberhausen
2014,a001,Bayer Leverkusen,36,Niklas Lomb,GER,G,1.88,84,28-07-93,Cologne
2014,a001,Bayer Leverkusen,37,Maximilian Wagener,GER,M,1.81,74,03-01-95,Wülfrath
2014,a001,Bayer Leverkusen,38,Karim Bellarabi,GER,F,1.83,72,08-04-90,Berlin
2014,a001,Bayer Leverkusen,16,Arkadiusz Milik,POL,F,1.83,73,28-02-94,Tychy
2014,a001,Bayer Leverkusen,31,Dominik Kohr,GER,M,1.83,75,31-01-94,Trier
2014,a001,Bayern Munich,1,Manuel Neuer,GER,G,1.92,90,27-03-86,Gelsenkirchen
2014,a001,Bayern Munich,4,Dante,BRA,D,1.87,82,18-10-83,Salvador
2014,a001,Bayern Munich,5,Daniel van Buyten,BEL,D,1.96,96,07-02-78,Chimay
2014,a001,Bayern Munich,6,Thiago Alcántara,ESP,M,1.65,60,11-04-91,Bari
2014,a001,Bayern Munich,7,Franck Ribéry,FRA,M,1.7,73,01-04-83,Boulogne-sur-Mer
2014,a001,Bayern Munich,8,Javi Martínez,ESP,M,1.9,81,02-09-88,Lizarra
2014,a001,Bayern Munich,9,Mario Mandžukić,CRO,F,1.86,76,21-05-86,Slavonski Brod
2014,a001,Bayern Munich,10,Arjen Robben,NED,F,1.81,75,23-01-84,Bedum
2014,a001,Bayern Munich,11,Xherdan Shaqiri,SUI,M,1.68,61,10-10-91,Gnjilane
2014,a001,Bayern Munich,13,Rafinha,BRA,D,1.72,68,07-09-85,Londrina
2014,a001,Bayern Munich,14,Claudio Pizarro,PER,F,1.84,79,03-10-78,Lima
2014,a001,Bayern Munich,17,Jérôme Boateng,GER,D,1.92,90,03-09-88,Berlin
2014,a001,Bayern Munich,19,Mario Götze,GER,M,1.76,64,03-06-92,Memmingen
2014,a001,Bayern Munich,20,Patrick Weihrauch,GER,F,1.82,73,03-03-94,Gräfelfing
2014,a001,Bayern Munich,21,Philipp Lahm,GER,D,1.7,62,11-11-83,Munich
2014,a001,Bayern Munich,22,Tom Starke,GER,G,1.94,91,18-03-81,Dresden
2014,a001,Bayern Munich,23,Mitchell Weiser,GER,D,1.76,70,21-04-94,Troisdorf
2014,a001,Bayern Munich,25,Thomas Müller,GER,M,1.86,74,13-09-89,Weilheim in Oberbayern
2014,a001,Bayern Munich,26,Diego Contento,ITA,D,1.76,70,01-05-90,Munich
2014,a001,Bayern Munich,27,David Alaba,AUT,M,1.75,70,24-06-92,Vienna
2014,a001,Bayern Munich,28,Holger Badstuber,GER,D,1.89,78,13-03-89,Memmingen
2014,a001,Bayern Munich,29,Leopold Zingerle,GER,G,1.88,78,10-4-94,
2014,a001,Bayern Munich,31,Bastian Schweinsteiger,GER,M,1.83,79,01-08-84,Kolbermoor
2014,a001,Bayern Munich,32,Lukas Raeder,GER,G,1.94,92,30-12-93,Essen
2014,a001,Bayern Munich,33,Raif Husić,GER,G,1.9,80,05-02-96,Zusmarshausen
2014,a001,Bayern Munich,34,Pierre-Emile Højbjerg,DEN,M,1.87,81,05-08-95,Copenhagen
2014,a001,Bayern Munich,35,Benno Schmitz,GER,D,1.82,75,17-11-94,Munich
2014,a001,Bayern Munich,36,Alessandro Schöpf,AUT,M,1.71,61,07-02-94,Umhausen
2014,a001,Bayern Munich,37,Julian Green,USA,M,1.72,60,06-06-95,Tampa
2014,a001,Bayern Munich,38,Ylli Sallahi,AUT,D,1.79,81,06-04-94,Skenderaj
2014,a001,Bayern Munich,39,Toni Kroos,GER,M,1.82,71,04-01-90,Greifswald
2014,a001,Bayern Munich,40,Vladimir Ranković,GER,D,1.72,65,27-06-93,Munich
2014,a001,Bayern Munich,30,Luiz Gustavo,BRA,M,1.87,82,23-07-87,Pindamonhangaba
2014,a001,Bayern Munich,15,Jan Kirchhoff,GER,D,1.93,78,01-10-90,Frankfurt am Main
2014,a001,Borussia Dortmund,1,Roman Weidenfeller,GER,G,1.88,85,06-08-80,Dietz
2014,a001,Borussia Dortmund,2,Manuel Friedrich,GER,D,1.89,82,13-09-79,Bad Kreuznach
2014,a001,Borussia Dortmund,4,Neven Subotić,SRB,D,1.93,88,10-12-88,Banja Luka
2014,a001,Borussia Dortmund,5,Sebastian Kehl,GER,M,1.88,80,13-02-80,Fulda
2014,a001,Borussia Dortmund,6,Sven Bender,GER,M,1.85,72,27-04-89,Rosenheim
2014,a001,Borussia Dortmund,7,Jonas Hofmann,GER,M,1.76,65,14-07-92,Heidelberg
2014,a001,Borussia Dortmund,8,İlkay Gündogan,GER,M,1.8,70,24-10-90,Gelsenkirchen
2014,a001,Borussia Dortmund,9,Robert Lewandowski,POL,F,1.81,79,21-08-88,Warsaw
2014,a001,Borussia Dortmund,10,Henrikh Mkhitaryan,ARM,M,1.74,74,21-01-89,Yerevan
2014,a001,Borussia Dortmund,11,Marco Reus,GER,M,1.8,75,31-05-89,Dortmund
2014,a001,Borussia Dortmund,14,Miloš Jojić,SRB,M,1.77,73,19-03-92,Stara Pazova
2014,a001,Borussia Dortmund,15,Mats Hummels,GER,D,1.92,90,16-12-88,Bensberg
2014,a001,Borussia Dortmund,16,Jakub Błaszczykowski,POL,M,1.75,71,14-12-85,Częstochowa
2014,a001,Borussia Dortmund,17,Pierre-Emerick Aubameyang,GAB,F,1.85,74,18-06-89,Laval
2014,a001,Borussia Dortmund,18,Nuri Şahin,TUR,M,1.8,73,05-09-88,Lüdenscheid
2014,a001,Borussia Dortmund,19,Kevin Großkreutz,GER,D,1.86,70,19-07-88,Dortmund
2014,a001,Borussia Dortmund,20,Mitchell Langerak,AUS,G,1.91,77,22-08-88,Emerald
2014,a001,Borussia Dortmund,21,Oliver Kirch,GER,M,1.82,73,21-08-82,Soest
2014,a001,Borussia Dortmund,22,Tammo Harder,GER,F,1.74,67,04-01-94,Dülmen
2014,a001,Borussia Dortmund,23,Julian Schieber,GER,F,1.86,83,13-02-89,Backnang
2014,a001,Borussia Dortmund,24,Marian Sarr,GER,D,1.88,75,30-01-95,Essen
2014,a001,Borussia Dortmund,25,Sokratis Papastathopoulos,GRE,D,1.83,82,09-06-88,Kalamata
2014,a001,Borussia Dortmund,26,Łukasz Piszczek,POL,D,1.84,73,03-06-85,Czechowice- Dziedzice
2014,a001,Borussia Dortmund,28,Mustafa Amini,AUS,M,1.73,75,20-04-93,Sydney
2014,a001,Borussia Dortmund,29,Marcel Schmelzer,GER,D,1.81,74,22-01-88,Magdeburg
2014,a001,Borussia Dortmund,33,Zlatan Alomerović,GER,G,1.87,88,15-06-91,Priboj
2014,a001,Borussia Dortmund,34,Marvin Ducksch,GER,F,1.86,79,07-03-94,Dortmund
2014,a001,Borussia Dortmund,35,Jannik Bandowski,GER,M,1.92,85,30-03-94,Korbach
2014,a001,Borussia Dortmund,37,Eric Durm,GER,D,1.83,73,12-05-92,Pirmasens
2014,a001,Borussia Dortmund,39,Hendrik Bonmann,GER,G,1.91,76,22-01-94,Essen
2014,a001,Borussia Dortmund,30,Koray Günter,GER,D,1.85,77,16-08-94,Höxter
2014,a001,Borussia Mönchengladbach,1,Marc-André ter Stegen,GER,G,1.85,82,30-04-92,Mönchengladbach
2014,a001,Borussia Mönchengladbach,3,Filip Daems,BEL,D,1.81,79,31-10-78,Turnhout
2014,a001,Borussia Mönchengladbach,4,Roel Brouwers,NED,D,1.9,81,28-11-81,Heerlen
2014,a001,Borussia Mönchengladbach,7,Patrick Herrmann,GER,M,1.79,69,12-02-91,Saarbrücken
2014,a001,Borussia Mönchengladbach,8,Lukas Rupp,GER,M,1.78,64,08-01-91,Heidelberg
2014,a001,Borussia Mönchengladbach,10,Max Kruse,GER,M,1.8,77,19-03-88,Reinbek
2014,a001,Borussia Mönchengladbach,11,Raffael,BRA,F,1.74,69,28-03-85,Fortaleza
2014,a001,Borussia Mönchengladbach,14,Thorben Marx,GER,M,1.84,83,01-06-81,Berlin
2014,a001,Borussia Mönchengladbach,15,Įlvaro Domķnguez,ESP,D,1.89,83,16-05-89,Madrid
2014,a001,Borussia Mönchengladbach,16,Håvard Nordtveit,NOR,D,1.86,72,21-06-90,Vats
2014,a001,Borussia Mönchengladbach,17,Oscar Wendt,SWE,D,1.81,83,24-10-85,Gothenburg
2014,a001,Borussia Mönchengladbach,18,Juan Arango,VEN,M,1.79,74,17-05-80,Maracay
2014,a001,Borussia Mönchengladbach,19,Mahmoud Dahoud,GER,M,1.76,76,01-01-96,Amuda
2014,a001,Borussia Mönchengladbach,20,Nico Brandenburger,GER,M,1.79,77,17-01-95,Berlin
2014,a001,Borussia Mönchengladbach,21,Janis Blaswich,GER,G,1.93,83,02-05-91,Mehrhoog
2014,a001,Borussia Mönchengladbach,22,Peniel Kokou Mlapa,TOG,F,1.93,85,20-02-91,Lomé
2014,a001,Borussia Mönchengladbach,23,Christoph Kramer,GER,M,1.9,73,19-02-91,Solingen
2014,a001,Borussia Mönchengladbach,24,Tony Jantschke,GER,M,1.77,69,07-04-90,Hoyerswerda
2014,a001,Borussia Mönchengladbach,25,Amin Younes,GER,M,1.68,65,06-08-93,Düsseldorf
2014,a001,Borussia Mönchengladbach,26,Kwame Yeboah,AUS,F,1.82,74,06-06-94,Gold Coast
2014,a001,Borussia Mönchengladbach,27,Julian Korb,GER,M,1.77,68,21-03-92,Essen
2014,a001,Borussia Mönchengladbach,28,Joel Mero,FIN,D,1.91,87,07-02-95,Lahti
2014,a001,Borussia Mönchengladbach,31,Branimir Hrgota,SWE,F,1.82,62,12-01-93,Jajce
2014,a001,Borussia Mönchengladbach,33,Christofer Heimeroth,GER,G,1.94,91,01-08-81,Unna
2014,a001,Borussia Mönchengladbach,34,Granit Xhaka,SUI,M,1.83,70,27-09-92,Gnjilane
2014,a001,Borussia Mönchengladbach,39,Martin Stranzl,AUT,D,1.9,81,16-06-80,Güssing
2014,a001,Borussia Mönchengladbach,9,Luuk de Jong,NED,F,1.88,80,27-08-90,Aigle
2014,a001,Eintracht Braunschweig,1,Marjan Petković,GER,G,1.86,85,22-05-79,Brackenheim
2014,a001,Eintracht Braunschweig,3,Ermin Bičakčić,BIH,D,1.85,81,24-01-90,Zvornik
2014,a001,Eintracht Braunschweig,4,Matthias Henn,GER,D,1.87,82,28-04-85,Birkenfeld
2014,a001,Eintracht Braunschweig,5,Benjamin Kessel,GER,D,1.91,81,01-10-87,Bad Kreuznach
2014,a001,Eintracht Braunschweig,6,Damir Vrančić,BIH,M,1.84,77,04-10-85,Slavonski Brod
2014,a001,Eintracht Braunschweig,7,Håvard Nielsen,NOR,F,1.87,80,15-07-93,Oslo
2014,a001,Eintracht Braunschweig,8,Deniz Dogan,TUR,M,1.82,76,20-10-79,Lübeck
2014,a001,Eintracht Braunschweig,9,Orhan Ademi,SUI,F,1.88,82,28-10-91,Kumanovo
2014,a001,Eintracht Braunschweig,10,Mirko Boland,GER,M,1.74,68,23-04-87,Wesel
2014,a001,Eintracht Braunschweig,11,Jan Hochscheidt,GER,M,1.8,78,04-10-87,Trier
2014,a001,Eintracht Braunschweig,12,Dominick Kumbela,COD,F,1.72,69,20-04-84,Kinshasa
2014,a001,Eintracht Braunschweig,14,Omar Elabdellaoui,NOR,M,1.79,72,05-12-91,Skien
2014,a001,Eintracht Braunschweig,15,Norman Theuerkauf,GER,D,1.83,73,24-01-87,Nordhausen
2014,a001,Eintracht Braunschweig,17,Kevin Kratz,GER,M,1.73,72,21-01-87,Eschweiler
2014,a001,Eintracht Braunschweig,19,Ken Reichel,GER,D,1.84,84,19-12-86,Berlin
2014,a001,Eintracht Braunschweig,20,Torsten Oehrl,GER,F,1.92,83,07-01-86,Lichtenfels
2014,a001,Eintracht Braunschweig,21,Jan Washausen,GER,D,1.85,75,12-10-88,Göttingen
2014,a001,Eintracht Braunschweig,22,Selim Khelifi,TUN,M,1.72,60,26-01-94,Lausanne
2014,a001,Eintracht Braunschweig,23,Jonas Erwig-Drüppel,GER,D,1.72,68,20-07-91,Dorsten
2014,a001,Eintracht Braunschweig,24,Timo Perthel,GER,M,1.83,73,11-02-89,Kaiserslautern
2014,a001,Eintracht Braunschweig,25,Marcel Correia,POR,D,1.86,80,16-05-89,Kaiserslautern
2014,a001,Eintracht Braunschweig,26,Daniel Davari,IRN,G,1.92,85,06-01-88,Gießen
2014,a001,Eintracht Braunschweig,27,Gianluca Korte,GER,F,1.77,69,29-08-90,Speyer
2014,a001,Eintracht Braunschweig,31,Marc Pfitzner,GER,M,1.83,78,28-08-84,Braunschweig
2014,a001,Eintracht Braunschweig,32,Dennis Kruppke,GER,F,1.79,75,01-04-80,Münster
2014,a001,Eintracht Braunschweig,33,Marco Caligiuri,GER,M,1.8,75,14-04-84,Villingen- Schwenningen
2014,a001,Eintracht Braunschweig,35,Benjamin Later,GER,G,1.94,92,30-08-86,Braunschweig
2014,a001,Eintracht Braunschweig,36,Mohammed Baghdadi,GER,D,1.79,65,30-10-96,
2014,a001,Eintracht Braunschweig,38,Karim Bellarabi,GER,F,1.83,72,08-04-90,Berlin
2014,a001,Eintracht Braunschweig,7,Björn Kluft,GER,M,1.8,70,11-01-90,Wuppertal
2014,a001,Eintracht Braunschweig,18,Simeon Jackson,CAN,F,1.7,72,28-03-87,Kingston
2014,a001,Eintracht Frankfurt,1,Kevin Trapp,GER,G,1.89,83,08-07-90,Merzig
2014,a001,Eintracht Frankfurt,4,Marco Russ,GER,D,1.9,75,04-08-85,Großauheim
2014,a001,Eintracht Frankfurt,5,Carlos Zambrano,PER,D,1.85,77,10-07-89,Callao
2014,a001,Eintracht Frankfurt,6,Bastian Oczipka,GER,D,1.84,81,12-01-89,Bergisch Gladbach
2014,a001,Eintracht Frankfurt,7,Jan Rosenthal,GER,M,1.84,76,07-04-86,Sulingen
2014,a001,Eintracht Frankfurt,8,Takashi Inui,JPN,M,1.69,59,02-06-88,Shiga
2014,a001,Eintracht Frankfurt,9,Joselu,ESP,F,1.91,79,27-03-90,Stuttgart
2014,a001,Eintracht Frankfurt,10,Václav Kadlec,CZE,F,1.79,67,20-05-92,Prague
2014,a001,Eintracht Frankfurt,13,Martin Lanig,GER,M,1.9,76,11-07-84,Bad Mergentheim
2014,a001,Eintracht Frankfurt,14,Alexander Meier,GER,M,1.96,84,17-01-83,Buchholz
2014,a001,Eintracht Frankfurt,15,Constant Djakpa,CIV,D,1.77,73,17-10-86,Abidjan
2014,a001,Eintracht Frankfurt,16,Stefan Aigner,GER,M,1.85,72,20-08-87,Munich
2014,a001,Eintracht Frankfurt,17,Stephan Schröck,PHI,M,1.7,68,21-08-86,Schweinfurt
2014,a001,Eintracht Frankfurt,18,Johannes Flum,GER,M,1.89,80,25-02-88,Waldshut
2014,a001,Eintracht Frankfurt,20,Sebastian Rode,GER,M,1.79,67,11-10-90,Frankfurt am Main
2014,a001,Eintracht Frankfurt,21,Marc Stendera,GER,M,1.71,70,10-12-95,Kassel
2014,a001,Eintracht Frankfurt,22,Stefano Celozzi,GER,D,1.71,65,02-11-88,Günzburg
2014,a001,Eintracht Frankfurt,23,Anderson,BRA,D,1.88,76,10-01-88,São Gonçalo
2014,a001,Eintracht Frankfurt,24,Sebastian Jung,GER,D,1.79,68,22-06-90,Königstein
2014,a001,Eintracht Frankfurt,25,Tranquillo Barnetta,SUI,M,1.78,69,22-05-85,Rotmonten
2014,a001,Eintracht Frankfurt,26,Tobias Weis,GER,M,1.7,68,30-07-85,Schwäbisch Hall
2014,a001,Eintracht Frankfurt,27,Pirmin Schwegler,SUI,M,1.76,74,09-03-87,Ettiswil
2014,a001,Eintracht Frankfurt,28,Sonny Kittel,GER,M,1.76,64,06-01-93,Gießen
2014,a001,Eintracht Frankfurt,30,Felix Wiedwald,GER,G,1.9,82,15-03-90,Thedinghausen
2014,a001,Eintracht Frankfurt,32,Aykut Özer,TUR,G,1.89,80,01-01-93,Hanau
2014,a001,Eintracht Frankfurt,33,Alexander Hien,GER,M,1.83,72,03-04-93,Heppenheim
2014,a001,Eintracht Frankfurt,34,Erik Wille,GER,D,1.83,74,28-03-93,Frankfurt am Main
2014,a001,Eintracht Frankfurt,35,Marco Aulbach,GER,G,1.91,86,25-07-93,Aschaffenburg
2014,a001,Eintracht Frankfurt,36,Marc-Oliver Kempf,GER,D,1.86,88,28-01-95,Lich
2014,a001,Eintracht Frankfurt,37,Luca Waldschmift,GER,F,1.77,70,19-05-96,Siegen
2014,a001,Eintracht Frankfurt,39,Alexander Madlung,GER,D,1.93,87,11-07-82,Braunschweig
2014,a001,Eintracht Frankfurt,19,Marvin Bakalorz,GER,M,1.8,73,13-09-89,Offenbach
2014,a001,Eintracht Frankfurt,11,Srdjan Lakić,CRO,F,1.88,83,02-10-83,Dubrovnik
2014,a001,SC Freiburg,1,Oliver Baumann,GER,G,1.87,72,02-06-90,Breisach
2014,a001,SC Freiburg,2,Pavel Krmaš,CZE,D,1.93,86,03-03-80,Broumov
2014,a001,SC Freiburg,3,Fallou Diagné,SEN,D,1.85,75,14-08-89,Pikine
2014,a001,SC Freiburg,4,Gelson Fernandes,SUI,M,1.83,70,02-09-86,Praia
2014,a001,SC Freiburg,5,Christopher Jullien,FRA,D,1.95,82,22-03-93,Lagny-sur-Marne
2014,a001,SC Freiburg,6,Vegar Eggen Hedenstad,NOR,M,1.75,72,26-06-91,Elverum
2014,a001,SC Freiburg,7,Vladimír Darida,CZE,M,1.7,60,08-08-90,Plzeň
2014,a001,SC Freiburg,8,Václav Pilař,CZE,M,1.69,69,13-10-88,Chlumec nad Cidlinou
2014,a001,SC Freiburg,9,Mike Hanke,GER,F,1.83,75,05-11-83,Hamm/Westphalia
2014,a001,SC Freiburg,11,Hendrick Zuck,GER,M,1.76,64,21-07-90,Püttlingen
2014,a001,SC Freiburg,14,Admir Mehmedi,SUI,F,1.83,77,16-03-91,Gostivar
2014,a001,SC Freiburg,15,Philipp Zulechner,AUT,F,1.82,73,12-04-90,VIenna
2014,a001,SC Freiburg,17,Jonathan Schmid,FRA,M,1.77,69,26-06-90,Strasbourg
2014,a001,SC Freiburg,19,Daniel Batz,GER,G,1.9,86,12-01-91,Erlangen
2014,a001,SC Freiburg,20,Francis Coquelin,FRA,M,1.78,73,13-05-91,Laval
2014,a001,SC Freiburg,21,Alexander Schwolow,GER,G,1.89,83,02-06-92,Wiesbaden
2014,a001,SC Freiburg,22,Marco Terrazzino,GER,F,1.81,67,15-04-91,Mannheim
2014,a001,SC Freiburg,23,Julian Schuster,GER,M,1.9,77,15-04-85,Bietigheim-Bissingen
2014,a001,SC Freiburg,24,Mensur Mujdža,BIH,D,1.84,74,28-03-84,Zagreb
2014,a001,SC Freiburg,25,Oliver Sorg,GER,D,1.74,70,29-05-90,Singen
2014,a001,SC Freiburg,26,Nicolai Lorenzoni,GER,M,1.8,70,01-05-92,Liestal
2014,a001,SC Freiburg,27,Nicolas Höfler,GER,M,1.81,78,09-03-90,Überlingen
2014,a001,SC Freiburg,28,Matthias Ginter,GER,M,1.87,82,19-01-94,March
2014,a001,SC Freiburg,29,Tim Albutat,GER,M,1.84,66,23-09-92,Taunusstein
2014,a001,SC Freiburg,30,Christian Günter,GER,D,1.84,81,28-02-93,Villingen
2014,a001,SC Freiburg,31,Karim Guédé,SVK,D,1.84,77,07-01-85,Hamburg
2014,a001,SC Freiburg,32,Charles-Elie Laprevotte,FRA,M,1.79,73,05-10-92,Nancy
2014,a001,SC Freiburg,35,Sebastien Freis,GER,F,1.83,75,23-04-85,Karlsruhe
2014,a001,SC Freiburg,36,Felix Klaus,GER,F,1.79,72,13-09-92,Osnabrück
2014,a001,SC Freiburg,37,Sebastian Kerk,GER,M,1.85,70,17-04-94,Bad Wurzach
2014,a001,SC Freiburg,39,Tim Schraml,GER,D,1.89,72,18-03-93,Göppingen
2014,a001,SC Freiburg,41,Immanuel Höhn,GER,D,1.83,72,23-12-91,Mainz
2014,a001,SC Freiburg,42,Maximilian Philipp,GER,F,1.79,74,01-03-94,Berlin
2014,a001,SC Freiburg,50,Caleb Stanko,USA,M,1.8,70,26-07-93,Holly
2014,a001,Hamburger SV,1,Jaroslav Drobný,CZE,G,1.92,88,18-10-79,Počátky
2014,a001,Hamburger SV,2,Dennis Diekmeier,GER,D,1.88,78,20-10-89,Thedinghausen
2014,a001,Hamburger SV,3,Michael Mancienne,ENG,D,1.8,74,08-01-88,Isleworth
2014,a001,Hamburger SV,4,Heiko Westermann,GER,D,1.9,85,14-08-83,Alzenau
2014,a001,Hamburger SV,5,Johan Djourou,SUI,D,1.91,83,18-01-87,Abidjan
2014,a001,Hamburger SV,6,Ouasim Bouy,NED,M,1.8,72,11-06-93,Amsterdam
2014,a001,Hamburger SV,7,Marcell Jansen,GER,D,1.91,84,04-11-85,Mönchengladbach
2014,a001,Hamburger SV,8,Tomás Rincón,VEN,M,1.75,75,13-01-88,San Cristóbal
2014,a001,Hamburger SV,9,Hakan Çalhanoğlu,TUR,M,1.78,69,08-02-94,Mannheim
2014,a001,Hamburger SV,11,Ivo Iličević,CRO,M,1.74,65,14-11-86,Aschaffenburg
2014,a001,Hamburger SV,14,Milan Badelj,CRO,M,1.86,79,25-02-89,Zagreb
2014,a001,Hamburger SV,15,René Adler,GER,G,1.9,85,15-01-85,Leipzig
2014,a001,Hamburger SV,16,Lasse Sobiech,GER,D,1.85,74,18-01-91,Schwerte
2014,a001,Hamburger SV,17,Zhi Gin Lam,GER,D,1.77,67,04-06-91,Hamburg
2014,a001,Hamburger SV,18,Tolgay Arslan,TUR,M,1.79,75,16-08-90,Paderborn
