Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place
2010,a003,Almería,25,Hernán Bernardello,ARG,M,1.74,75,03-08-86,Rosario
2010,a003,Almería,31,Álvaro,ESP,G,1.77,75,16-08-88,Almería
2010,a003,Athletic Bilbao,1,Gorka Iraizoz,ESP,G,1.91,81,06-03-81,Pamplona
2010,a003,Athletic Bilbao,2,Gaizka Toquero,ESP,M,1.82,72,09-08-84,Vitoria
2010,a003,Athletic Bilbao,3,Koikili,ESP,D,1.68,67,23-12-80,Otxandio
2010,a003,Athletic Bilbao,4,Ustaritz,ESP,D,1.83,75,16-02-83,Abadiño
2010,a003,Athletic Bilbao,5,Fernando Amorebieta,ESP,D,1.92,85,21-03-85,Iurreta
2010,a003,Athletic Bilbao,7,David López,ESP,M,1.81,77,10-9-82,Logroño
2010,a003,Athletic Bilbao,8,Iñaki Muñoz,ESP,M,1.82,79,05-07-78,Pamplona
2010,a003,Athletic Bilbao,9,Fernando Llorente,ESP,F,1.95,94,26-02-85,Iruñea
2010,a003,Athletic Bilbao,10,Francisco Yeste,ESP,M,1.84,70,06-12-79,Bilbao
2010,a003,Athletic Bilbao,11,Igor Gabilondo,ESP,M,1.85,78,10-02-79,Donostia
2010,a003,Athletic Bilbao,12,Mikel San José,ESP,D,1.83,78,30-05-89,Pamplona
2010,a003,Athletic Bilbao,13,Armando,ESP,G,1.8,74,16-01-71,Sopelana
2010,a003,Athletic Bilbao,14,Markel Susaeta,ESP,M,1.79,68,14-12-87,Eibar
2010,a003,Athletic Bilbao,15,Andoni Iraola,ESP,D,1.82,74,22-06-82,Usúrbil
2010,a003,Athletic Bilbao,16,Pablo Orbaiz,ESP,M,1.79,75,06-02-79,Iruñea
2010,a003,Athletic Bilbao,17,Joseba Etxeberría,ESP,F,1.78,74,5-9-77,Elgoibar
2010,a003,Athletic Bilbao,18,Carlos Gurpegi,ESP,M,1.81,77,19-08-80,Pamplona
2010,a003,Athletic Bilbao,19,Ivan Zubiaurre,ESP,D,1.77,76,22-01-83,Mendaro
2010,a003,Athletic Bilbao,20,Aitor Ocio,ESP,D,1.87,79,28-11-76,Vitoria
2010,a003,Athletic Bilbao,21,Ion Vélez,ESP,F,1.82,75,17-02-85,Tafalla
2010,a003,Athletic Bilbao,22,Xabier Castillo,ESP,D,1.82,71,29-03-86,Durango
2010,a003,Athletic Bilbao,23,Iñigo Díaz de Cerio,ESP,F,1.77,69,15-05-84,San Sebastián
2010,a003,Athletic Bilbao,24,Javi Martínez,ESP,M,1.9,81,02-09-88,Lizarra
2010,a003,Athletic Bilbao,26,Ander Iturraspe,ESP,M,1.87,73,08-03-89,Abadiño
2010,a003,Athletic Bilbao,27,Iker Muniain,ESP,F,1.68,62,19-12-92,Iruñea
2010,a003,Athletic Bilbao,28,Óscar de Marcos,ESP,M,1.8,73,14-04-89,Vitoria
2010,a003,Athletic Bilbao,29,Eneko Bóveda,ESP,D,1.8,77,14-12-88,Bilbao
2010,a003,Athletic Bilbao,30,Iago Herrerín,ESP,G,1.86,90,25-01-88,Bilbao
2010,a003,Athletic Bilbao,31,Adrien Goñi,ESP,M,1.73,66,25-08-88,Iruñea
2010,a003,Athletic Bilbao,32,Unai Medina,ESP,D,1.77,78,16-02-90,Bilbao
2010,a003,Athletic Bilbao,33,Ismael López,ESP,F,1.8,76,29-01-90,Iruñea
2010,a003,Athletic Bilbao,34,Jon Etxaniz,ESP,F,,,10-01-91,Arrasate
2010,a003,Athletic Bilbao,35,Xabi Etxebarria,ESP,D,1.81,82,20-07-87,Igorre
2010,a003,Athletic Bilbao,36,Isaac Aketxe,ESP,M,,,03-06-89,Bilbao
2010,a003,Athletic Bilbao,37,Íñigo Pérez,ESP,M,1.78,74,18-01-88,Iruñea
2010,a003,Athletic Bilbao,38,Jonás Ramalho,ESP,D,1.8,64,10-06-93,Barakaldo
2010,a003,Athletic Bilbao,39,Jon Aurtenetxe,ESP,D,1.82,78,03-01-92,Bizkaia
2010,a003,Athletic Bilbao,40,Aitor Fernández,ESP,G,1.82,70,03-05-91,Arrasate
2010,a003,Athletic Bilbao,41,Mikel Santamaría,ESP,D,1.88,75,20-07-87,Pamplona
2010,a003,Athletic Bilbao,42,Xabier Galán,ESP,D,1.78,67,23-11-89,Bilbao
2010,a003,Athletic Bilbao,43,Haritz Borda,ESP,D,1.89,76,03-01-85,Lasarte-Oria
2010,a003,Athletic Bilbao,6,Xabier Etxeita,ESP,M,1.85,79,31-10-87,Zornotza
2010,a003,Atlético Madrid,1,Sergio Asenjo,ESP,G,1.82,85,28-06-89,Palencia
2010,a003,Atlético Madrid,2,Juan Valera,ESP,D,1.84,70,21-12-84,La Copa de Bullas
2010,a003,Atlético Madrid,3,Antonio López,ESP,D,1.73,65,13-09-81,Benidorm
2010,a003,Atlético Madrid,4,Mariano Pernía,ESP,D,1.77,81,04-05-77,Capital Federal
2010,a003,Atlético Madrid,5,Tiago,POR,M,1.83,75,02-05-81,Viana do Castelo
2010,a003,Atlético Madrid,6,Ignacio Camacho,ESP,M,1.81,68,04-05-90,Zaragoza
2010,a003,Atlético Madrid,7,Diego Forlán,URU,F,1.8,75,19-05-79,Montevideo
2010,a003,Atlético Madrid,8,Raúl García,ESP,M,1.83,80,11-07-86,Pamplona
2010,a003,Atlético Madrid,9,José Manuel Jurado,ESP,M,1.73,72,29-06-86,Sanlúcar de Barrameda
2010,a003,Atlético Madrid,10,Sergio Agüero,ARG,F,1.72,74,02-06-88,Capital Federal
2010,a003,Atlético Madrid,12,Paulo Assunção,BRA,M,1.75,67,25-01-80,Varzea Grande
2010,a003,Atlético Madrid,13,David De Gea,ESP,G,1.92,82,07-11-90,Madrid
2010,a003,Atlético Madrid,14,Eduardo Salvio,ARG,F,1.73,76,13-05-90,Avellaneda
2010,a003,Atlético Madrid,16,Juanito,ESP,D,1.82,77,23-07-76,Cádiz
2010,a003,Atlético Madrid,17,Tomáš Ujfaluši,CZE,D,1.85,76,24-03-78,Rýmařov
2010,a003,Atlético Madrid,18,Álvaro Domínguez,ESP,D,1.89,83,16-05-89,Madrid
2010,a003,Atlético Madrid,19,José Antonio Reyes,ESP,M,1.76,76,01-09-83,Utrera
2010,a003,Atlético Madrid,20,Simão,POR,F,1.7,64,31-10-79,Constantim
2010,a003,Atlético Madrid,21,Luis Amaranto Perea,COL,D,1.8,76,30-01-79,Turbo Antioquia
2010,a003,Atlético Madrid,22,Pablo,ESP,D,1.92,86,03-08-81,Madrigueras
2010,a003,Atlético Madrid,24,Leandro Cabrera,URU,D,1.87,81,17-06-91,Montevideo
2010,a003,Atlético Madrid,26,Koke,ESP,M,1.78,73,08-01-92,Madrid
2010,a003,Atlético Madrid,27,Adrián Jiménez,ESP,M,1.7,65,02-02-88,Madrid
2010,a003,Atlético Madrid,28,Carlos Indiano,ESP,M,1.78,70,14-09-88,Madrid
2010,a003,Atlético Madrid,29,José Javier Mínguez,ESP,M,1.74,70,31-03-88,Alcázar de San Juan
2010,a003,Atlético Madrid,30,Jaime Hernández,ESP,D,1.71,70,29-02-88,Barcelona
2010,a003,Atlético Madrid,32,Quique Martín,ESP,D,1.69,65,02-04-90,Madrid
2010,a003,Atlético Madrid,33,Felipe,ESP,F,1.8,75,16-07-89,Leganés
2010,a003,Atlético Madrid,34,Joshua,ESP,M,1.8,75,28-01-89,Madrid
2010,a003,Atlético Madrid,35,Rubén Pérez,ESP,M,1.78,72,26-04-89,Seville
2010,a003,Atlético Madrid,36,Fernando López,ESP,M,1.8,72,04-04-89,Madrid
2010,a003,Atlético Madrid,37,Abel,ESP,F,1.79,65,28-04-89,Madrid
2010,a003,Atlético Madrid,38,Dražen Mitrović,SUI,D,1.8,72,05-05-89,Geneva
2010,a003,Atlético Madrid,39,Míchel,ESP,D,1.85,75,06-02-89,Burgos
2010,a003,Atlético Madrid,40,Ángel Propin,ESP,D,1.86,76,10-02-90,Madrid
2010,a003,Atlético Madrid,41,Dani Martín,ESP,F,,,02-04-90,Madrid
2010,a003,Atlético Madrid,42,Joel Robles,ESP,G,1.95,85,17-06-90,Leganés
2010,a003,Atlético Madrid,44,Alberto Torrero,ESP,M,1.85,78,04-05-90,Madrid
2010,a003,Atlético Madrid,45,Antonio Campillo,ESP,M,1.8,70,19-12-90,Madrid
2010,a003,Atlético Madrid,46,Pichu,ESP,D,1.9,84,18-01-90,Córdoba
2010,a003,Atlético Madrid,47,Sergio Rodríguez,ESP,D,1.77,72,22-08-90,Talavera de la Reina
2010,a003,Atlético Madrid,48,David Vidal,ESP,M,1.79,68,05-11-91,Segovia
2010,a003,Atlético Madrid,50,Nacho Heras,ESP,D,,,27-08-91,
2010,a003,Atlético Madrid,51,Miguel Ángel Serrano,ESP,D,,,16-01-92,
2010,a003,Atlético Madrid,52,David Karg,ESP,D,1.77,72,17-02-93,Mallorca
2010,a003,Atlético Madrid,53,Manu Trinado,ESP,D,,,21-01-91,
2010,a003,Atlético Madrid,54,Sergio Marcos,ESP,M,1.77,73,03-02-92,Sacedón
2010,a003,Atlético Madrid,55,Borja González,ESP,F,1.85,74,25-08-92,Madrid
2010,a003,Atlético Madrid,57,Cédric Mabwati,COD,M,1.67,62,08-03-92,Kinshasa
2010,a003,Atlético Madrid,58,Ibrahima Baldé,SEN,F,1.87,80,01-09-90,Pikine
2010,a003,Atlético Madrid,59,Jorge Molino,ESP,F,1.82,77,04-03-88,Madrid
2010,a003,Atlético Madrid,60,Sebastián Gallegos,URU,M,1.7,66,18-01-92,Montevideo
2010,a003,Atlético Madrid,61,Nacho,ESP,G,1.88,80,06-11-86,Madrid
2010,a003,Atlético Madrid,5,John Heitinga,NED,D,1.8,72,15-11-83,Alphen aan den Rijn
2010,a003,Atlético Madrid,14,Florent Sinama-Pongolle,FRA,F,1.76,69,20-10-84,Saint-Pierre
2010,a003,Atlético Madrid,11,Maxi Rodríguez,ARG,M,1.8,79,02-01-81,Rosario
2010,a003,Atlético Madrid,23,Cléber Santana,BRA,M,1.87,84,27-06-81,Recife
2010,a003,Atlético Madrid,13,Roberto,ESP,G,1.88,82,10-02-86,Madrid
2010,a003,Atlético Madrid,49,Keko,ESP,M,1.77,72,28-12-91,Madrid
2010,a003,Atlético Madrid,43,David De Gea,ESP,G,1.92,82,07-11-90,Madrid
2010,a003,Barcelona,1,Víctor Valdés,ESP,G,1.83,78,14-01-82,L'Hospitalet de Llobregat
2010,a003,Barcelona,2,Daniel Alves,BRA,D,1.73,64,06-05-83,Juazeiro
2010,a003,Barcelona,3,Gerard Piqué,ESP,D,1.92,85,02-02-87,Barcelona
2010,a003,Barcelona,4,Rafael Márquez,MEX,D,1.82,74,13-02-79,Zamora
2010,a003,Barcelona,5,Carles Puyol,ESP,D,1.78,80,13-04-78,La Pobla de Segur
2010,a003,Barcelona,6,Xavi,ESP,M,1.7,68,25-01-80,Terrassa
2010,a003,Barcelona,8,Andrés Iniesta,ESP,M,1.7,65,11-05-84,Fuentealbilla
2010,a003,Barcelona,9,Zlatan Ibrahimović,SWE,F,1.92,84,03-10-81,Malmö
2010,a003,Barcelona,10,Lionel Messi,ARG,M,1.69,67,24-06-87,Santa Fe
2010,a003,Barcelona,11,Bojan Krkić,ESP,F,1.7,65,28-08-90,Linyola
2010,a003,Barcelona,13,José Manuel Pinto,ESP,G,1.85,82,15-11-75,Puerto de Santa Maria
2010,a003,Barcelona,14,Thierry Henry,FRA,F,1.88,83,17-08-77,Les Ulis
2010,a003,Barcelona,15,Seydou Keita,MLI,M,1.83,77,16-01-80,Bamako
2010,a003,Barcelona,16,Sergio Busquets,ESP,M,1.89,73,16-07-88,Sabadell
2010,a003,Barcelona,17,Pedro,ESP,F,1.69,64,28-07-87,Santa Cruz de Tenerife
2010,a003,Barcelona,18,Gabriel Milito,ARG,D,1.79,80,07-09-80,Bernal
2010,a003,Barcelona,19,Maxwell,BRA,D,1.75,73,27-08-81,Vila Velha
2010,a003,Barcelona,20,Jeffrén Suárez,ESP,F,1.76,73,20-01-88,Ciudad Bolivar
2010,a003,Barcelona,21,Dmytro Chygrynskiy,UKR,D,1.9,81,07-11-86,Izyaslav
2010,a003,Barcelona,22,Eric Abidal,FRA,D,1.86,75,11-07-79,Lyon
2010,a003,Barcelona,24,Yaya Touré,CIV,M,1.91,90,13-05-83,Sokoura Bouaké
2010,a003,Barcelona,26,Martín Montoya,ESP,D,1.74,74,14-04-91,Gavà
2010,a003,Barcelona,27,Oriol Romeu,ESP,M,1.82,79,24-09-91,Ulldecona
2010,a003,Barcelona,28,Jonathan dos Santos,MEX,M,1.8,74,26-04-90,Monterrey
2010,a003,Barcelona,30,Rubén Miño,ESP,G,1.9,87,18-01-89,Cornellà de Llobregat
2010,a003,Barcelona,31,Gai Assulin,ISR,M,1.78,76,09-04-91,Nahariya
2010,a003,Barcelona,32,Andreu Fontàs,ESP,M,1.81,72,14-11-89,Banyoles
2010,a003,Barcelona,33,Marc Muniesa,ESP,D,1.8,77,27-03-92,Lloret de Mar
2010,a003,Barcelona,34,Thiago Alcántara,ESP,M,1.65,60,11-04-91,Bari
2010,a003,Barcelona,36,Jonathan Soriano,ESP,F,1.8,75,24-09-85,El Pont de Vilomara i Rocafort
2010,a003,Barcelona,37,Iván Benítez,ESP,D,1.79,72,31-05-88,Las Palmas
2010,a003,Barcelona,38,Víctor Vázquez,ESP,F,1.77,72,20-01-87,Barcelona
2010,a003,Barcelona,40,Marc Bartra,ESP,D,1.84,75,15-01-91,San Jaime dels Domenys
2010,a003,Barcelona,42,Albert Dalmau,ESP,D,1.85,78,16-03-92,Sils
2010,a003,Barcelona,23,Henrique,BRA,D,1.85,73,14-10-86,Marechal Cândido Róndon
2010,a003,Barcelona,7,Eiður Guðjohnsen,ISL,F,1.85,82,15-09-78,Reykjavík
2010,a003,Barcelona,35,Jeffrén Suárez,ESP,F,1.76,73,20-01-88,Ciudad Bolivar
2010,a003,Deportivo La Coruña,1,Daniel Aranzubia,ESP,G,1.84,80,18-09-79,Logroño
2010,a003,Deportivo La Coruña,2,Manuel Pablo,ESP,D,1.76,80,25-01-76,Arucas
2010,a003,Deportivo La Coruña,3,Filipe Luis,BRA,D,1.82,70,09-08-85,Jaraguá do Sul
2010,a003,Deportivo La Coruña,4,Piscu,ESP,D,1.84,77,25-02-87,As Pontes de García Rodríguez
2010,a003,Deportivo La Coruña,5,Zé Castro,POR,D,1.83,76,13-01-83,Coimbra
2010,a003,Deportivo La Coruña,6,Juca,BRA,M,1.79,75,19-11-79,Passo Fundo
2010,a003,Deportivo La Coruña,7,Alberto Lopo,ESP,D,1.86,81,05-05-80,Barcelona
2010,a003,Deportivo La Coruña,8,Sergio González,ESP,M,1.82,77,10-11-76,Barcelona
2010,a003,Deportivo La Coruña,9,Rodolfo Bodipo,EQG,F,1.81,76,25-10-77,Seville
2010,a003,Deportivo La Coruña,10,Adrián López,ESP,F,1.8,71,08-01-88,San Martín de Teverga
2010,a003,Deportivo La Coruña,11,Riki,ESP,F,1.87,84,11-08-80,Aranjuez
2010,a003,Deportivo La Coruña,12,Brayan Angulo,COL,D,1.74,71,02-11-89,Valle del Cauca
2010,a003,Deportivo La Coruña,13,Manu,ESP,G,1.82,77,09-03-86,Gijón
2010,a003,Deportivo La Coruña,14,Pablo Álvarez,ESP,M,1.74,67,14-05-80,Oviedo
2010,a003,Deportivo La Coruña,15,Laure,ESP,D,1.66,68,22-03-85,Madrid
2010,a003,Deportivo La Coruña,16,Antonio Tomás,ESP,M,1.76,75,19-01-85,Torrelavega
2010,a003,Deportivo La Coruña,18,Andrés Guardado,MEX,M,1.69,60,28-09-86,Guadalajara
2010,a003,Deportivo La Coruña,19,Diego Colotto,ARG,D,1.84,81,03-10-81,Rio Cuarto
2010,a003,Deportivo La Coruña,20,Lassad Nouioui,TUN,F,1.89,78,08-03-85,Marseille
2010,a003,Deportivo La Coruña,21,Juan Carlos Valerón,ESP,M,1.8,72,17-06-75,Las Palmas
2010,a003,Deportivo La Coruña,22,Juan Rodríguez,ESP,M,1.85,80,01-04-82,Málaga
2010,a003,Deportivo La Coruña,23,Iván Pérez,ESP,M,1.71,67,16-11-85,Santiago de Compostela
2010,a003,Deportivo La Coruña,24,Mista,ESP,F,1.84,74,12-11-78,Murcia
2010,a003,Deportivo La Coruña,26,Marcos Valín,ESP,G,1.84,82,16-10-87,Lugo
2010,a003,Deportivo La Coruña,27,David Rochela,ESP,D,1.8,77,19-02-90,As Pontes de García Rodríguez
2010,a003,Deportivo La Coruña,28,Juan Domínguez,ESP,M,1.81,71,08-01-90,Pontedeume
2010,a003,Deportivo La Coruña,29,David Añón,ESP,F,1.72,73,03-04-89,La Coruña
2010,a003,Deportivo La Coruña,30,Edu Sousa,ESP,G,,,,Vigo
2010,a003,Deportivo La Coruña,31,Dani Rodríguez,ESP,M,1.77,71,06-06-88,Betanzos
2010,a003,Deportivo La Coruña,32,Raúl,ESP,D,1.75,72,30-11-89,La Coruña
2010,a003,Deportivo La Coruña,33,Diego Seoane,ESP,D,1.8,75,26-04-88,Ourense
2010,a003,Deportivo La Coruña,17,Ángel Lafita,ESP,M,1.88,75,07-08-84,Zaragoza
2010,a003,Espanyol,1,Idriss Carlos Kameni,CMR,G,1.86,86,18-02-84,Douala
2010,a003,Espanyol,2,Chica,ESP,D,1.76,78,17-05-85,Barcelona
2010,a003,Espanyol,3,David García,ESP,D,1.78,75,16-01-81,Manresa
2010,a003,Espanyol,4,Javi Márquez,ESP,M,1.74,71,11-05-86,Barcelona
2010,a003,Espanyol,5,Iván Pillud,ARG,D,1.77,75,24-04-86,Capitán Bermúdez
2010,a003,Espanyol,8,José Callejón,ESP,F,1.79,73,11-02-87,Motril
2010,a003,Espanyol,9,Iván de la Peña,ESP,M,1.71,71,06-05-76,Santander
2010,a003,Espanyol,10,Luis García,ESP,F,1.8,68,06-02-81,Oviedo
2010,a003,Espanyol,11,Joan Verdú,ESP,M,1.76,72,05-05-83,Barcelona
2010,a003,Espanyol,12,Facundo Roncaglia,ARG,D,1.79,76,10-02-87,Chajarí
2010,a003,Espanyol,13,Javi Ruiz,ESP,G,1.82,82,15-03-80,Almería
2010,a003,Espanyol,14,Ben Sahar,ISR,F,1.78,79,10-08-89,Holon
2010,a003,Espanyol,16,Nicolás Pareja,ARG,D,1.81,75,19-01-84,Capital Federal
2010,a003,Espanyol,17,Pablo Daniel Osvaldo,ITA,F,1.85,78,12-01-86,Buenos Aires
2010,a003,Espanyol,18,Juan Forlín,ARG,D,1.8,72,10-01-88,Reconquista
2010,a003,Espanyol,19,Fernando Marqués,ESP,M,1.78,70,04-12-84,Madrid
2010,a003,Espanyol,20,Ferrán Corominas,ESP,F,1.71,70,05-01-83,Girona
2010,a003,Espanyol,22,Moisés Hurtado,ESP,M,1.85,85,20-02-81,Sabadell
2010,a003,Espanyol,23,Raúl Tamudo,ESP,F,1.8,74,19-10-77,Santa Coloma
2010,a003,Espanyol,24,Iván Alonso,URU,F,1.8,78,10-04-79,Montevideo
2010,a003,Espanyol,25,Cristian Álvarez,ARG,G,1.86,88,13-11-85,General Lagos
2010,a003,Espanyol,27,Julián,ESP,M,1.79,77,27-02-87,Badajoz
2010,a003,Espanyol,29,Marc Pedraza,ESP,F,1.83,74,06-02-87,Barcelona
2010,a003,Espanyol,30,Víctor Ruíz,ESP,D,1.84,73,25-01-89,Esplugues de Llobregat
2010,a003,Espanyol,31,Juanjo Ciércoles,ESP,M,1.76,67,27-05-88,L'Hospitalet de Llobregat
2010,a003,Espanyol,35,Dídac,ESP,D,1.86,81,09-06-89,Mataró
2010,a003,Espanyol,36,Javi López,ESP,M,1.79,76,21-01-86,Osuna
2010,a003,Espanyol,37,Raúl Baena,ESP,M,1.79,73,02-03-89,Torrox
2010,a003,Espanyol,38,Lucas Porcar,ESP,F,1.83,70,18-02-90,Sant Cugat del Vallès
2010,a003,Espanyol,39,Ángel Martínez,ESP,D,1.79,78,17-05-91,Barcelona
2010,a003,Espanyol,40,Jordi Amat,ESP,D,1.84,80,21-03-92,Barcelona
2010,a003,Espanyol,41,Manu Molina,ESP,M,1.75,63,20-11-91,Huelva
2010,a003,Espanyol,42,Mahamat Azrack,CHA,M,1.81,70,24-03-88,Créteil
2010,a003,Espanyol,7,Shunsuke Nakamura,JPN,M,1.78,69,24-06-78,Yokohama
2010,a003,Getafe,1,Óscar Ustari,ARG,G,1.84,82,03-07-86,América
2010,a003,Getafe,2,Daniel Díaz,ARG,D,1.82,74,13-03-79,San Fernando del Valle
2010,a003,Getafe,3,Mané,ESP,D,1.75,72,22-12-81,Algeciras
2010,a003,Getafe,4,David Belenguer,ESP,D,1.8,74,17-12-72,Villasar del Mar
2010,a003,Getafe,5,Pedro Mario,ESP,D,1.78,75,02-02-82,Tenerife
2010,a003,Getafe,6,Fabio Celestini,SUI,M,1.8,74,31-10-75,Lausanne
2010,a003,Getafe,7,Kepa,ESP,F,1.85,83,13-01-84,Marbella
2010,a003,Getafe,8,Jaime Gavilán,ESP,M,1.78,71,12-05-85,Valencia
2010,a003,Getafe,9,Roberto Soldado,ESP,F,1.79,81,27-05-85,Valencia
2010,a003,Getafe,10,Juan Albín,URU,M,1.79,77,17-07-86,Salto
2010,a003,Getafe,13,Jordi Codina,ESP,G,1.84,79,27-04-82,Barcelona
2010,a003,Getafe,14,Manu del Moral,ESP,F,1.86,77,25-02-84,Jaén
2010,a003,Getafe,15,Rafa,ESP,D,1.83,72,09-04-85,Peñafiel
2010,a003,Getafe,16,Pedro Ríos,ESP,M,1.77,72,12-12-81,Jerez de la Frontera
2010,a003,Getafe,17,Daniel Parejo,ESP,M,1.8,75,16-04-89,Madrid
2010,a003,Getafe,18,Derek Boateng,GHA,M,1.85,78,02-05-83,Accra
2010,a003,Getafe,19,Miku,VEN,M,1.85,80,19-08-85,Caracas
2010,a003,Getafe,20,Pedro León,ESP,M,1.82,70,24-11-86,Mula
2010,a003,Getafe,21,David Cortés,ESP,D,1.81,74,29-08-79,Badajoz
2010,a003,Getafe,22,Javi Casquero,ESP,M,1.8,73,19-08-76,Toledo
2010,a003,Getafe,23,Adrián González,ESP,M,1.83,76,25-05-88,Madrid
2010,a003,Getafe,24,Miguel Torres,ESP,D,1.84,78,28-01-86,Madrid
2010,a003,Getafe,26,Alberto Escassi,ESP,M,1.83,70,28-02-89,Málaga
2010,a003,Getafe,27,Adrián Sardinero,ESP,F,1.75,60,13-10-90,Leganés
2010,a003,Getafe,28,Álvaro Arroyo,ESP,D,1.8,71,22-07-88,Madrid
2010,a003,Getafe,32,Gonzalo,ESP,G,1.88,75,10-01-88,Madrid
2010,a003,Getafe,12,Lucas Licht,ARG,D,1.74,72,06-04-81,Rosario
2010,a003,Getafe,19,Franck Signorino,ITA,D,1.73,60,19-09-81,Nogent-sur-Marne
2010,a003,Getafe,11,Cosmin Contra,ROU,D,1.8,74,15-12-75,Timişoara
2010,a003,Málaga,1,Francesc Arnau,ESP,G,1.86,83,23-03-75,Les Planes
2010,a003,Málaga,2,Jesús Gámez,ESP,D,1.82,70,10-04-85,Fuengirola
2010,a003,Málaga,3,Weligton,BRA,D,1.86,78,26-08-79,Fernandopolis
2010,a003,Málaga,4,Manu,ESP,D,1.86,76,14-08-89,Málaga
2010,a003,Málaga,5,Albert Luque,ESP,F,1.83,80,11-03-78,Barcelona
2010,a003,Málaga,6,Xavi Torres,ESP,M,1.82,76,21-11-86,Jávea
2010,a003,Málaga,7,Nabil Baha,MAR,F,1.81,76,12-08-81,Paris
2010,a003,Málaga,8,Fernando,ESP,M,1.81,76,02-06-79,Málaga
2010,a003,Málaga,9,Fernando Forestieri,ITA,F,1.72,67,16-01-90,Rosario
2010,a003,Málaga,10,Apoño,ESP,M,1.73,69,13-02-84,Málaga
2010,a003,Málaga,11,Valdo,ESP,M,1.83,78,23-04-81,Villablino
2010,a003,Málaga,12,Selim Benachour,TUN,M,1.7,73,08-09-81,Paris
2010,a003,Málaga,13,Gustavo Munúa,URU,G,1.88,87,27-01-78,Montevideo
2010,a003,Málaga,14,Hélder Rosário,POR,D,1.85,81,09-03-80,Lisbon
2010,a003,Málaga,15,Milan Stepanov,SRB,D,1.9,85,02-04-83,Novi Sad
2010,a003,Málaga,16,Edu Ramos,ESP,M,1.76,71,17-02-92,Churriana
2010,a003,Málaga,17,Duda,POR,M,1.8,76,27-06-80,Lisbon
2010,a003,Málaga,18,Victor Obinna,NGA,F,1.78,78,25-03-87,Jos
2010,a003,Málaga,19,Patrick Mtiliga,DEN,D,1.72,73,28-01-81,Copenhagen
2010,a003,Málaga,20,Manolo,ESP,D,1.76,72,03-02-81,Málaga
2010,a003,Málaga,21,Jordi Pablo,ESP,M,1.73,75,01-01-90,Vinaròs
2010,a003,Málaga,23,Felipe Caicedo,ECU,F,1.85,78,05-09-88,Guayaquil
2010,a003,Málaga,24,Juanito,ESP,M,1.86,78,17-02-80,Málaga
2010,a003,Málaga,25,Roberto Santamaría,ESP,G,1.84,74,27-02-85,Pamplona
2010,a003,Málaga,27,Daniel Toribio,ESP,M,1.73,73,05-10-88,Girona
2010,a003,Málaga,28,Jurado,ESP,D,1.73,61,14-03-90,Málaga
2010,a003,Málaga,29,Francisco Portillo,ESP,M,1.69,63,13-06-90,Málaga
2010,a003,Málaga,30,David González,ESP,M,1.82,76,20-01-90,Oviedo
2010,a003,Málaga,32,Iván González,ESP,D,1.84,80,15-02-88,Málaga
2010,a003,Málaga,34,Óscar,ESP,M,,,12-07-88,Granada
2010,a003,Málaga,35,Javi López,ESP,M,1.78,68,20-04-88,Málaga
2010,a003,Málaga,36,Juanfri,ESP,F,1.81,75,01-10-89,Fuengirola
