2011,a002,Arsenal,54,Mark Randall,ENG,M,1.83,82,28-09-89,Milton Keynes,,Rotherham U (On Loan)
2011,a002,Arsenal,40,Craig Eastmond,ENG,D,1.83,75,09-12-90,Wandsworth,,Millwall (On Loan)
2011,a002,Arsenal,46,Henri Lansbury,ENG,M,1.83,85,12-10-90,Enfield,,Norwich C (On Loan)
2011,a002,Arsenal,33,Benik Afobe,ENG,F,1.79,70,12-02-93,Leyton,,Huddersfield T (On Loan)
2011,a002,Arsenal,42,Cédric Evina,FRA,D,1.8,80,16-11-91,,,Oldham Ath
2011,a002,Arsenal,11,Carlos Vela,MEX,F,1.76,72,01-03-89,Cancún,,WBA (On Loan)
2011,a002,Arsenal,45,Gavin Hoyte,ENG,D,1.8,70,06-06-90,Waltham Forest,,Lincoln C (On Loan)
2011,a002,Arsenal,57,Gilles Sunu,FRA,F,1.8,70,30-03-91,Châteauroux,,Lorient (On Loan)
2011,a002,Aston Villa,1,Brad Friedel,USA,G,1.88,91,18-05-71,Lakewood,Blackburn R,
2011,a002,Aston Villa,2,Luke Young,ENG,D,1.83,78,19-07-79,Harlow,Middlesbrough,
2011,a002,Aston Villa,3,Stephen Warnock,ENG,D,1.78,75,12-12-81,Ormskirk,Blackburn R,
2011,a002,Aston Villa,5,Richard Dunne,IRL,D,1.88,95,21-09-79,Dublin,Manchester C,
2011,a002,Aston Villa,6,Stewart Downing,ENG,M,1.8,64,22-07-84,Middlesbrough,Middlesbrough,
2011,a002,Aston Villa,7,Ashley Young,ENG,M,1.75,65,09-07-85,Stevenage,Watford,
2011,a002,Aston Villa,8,Robert Pirès,FRA,M,1.87,80,29-10-73,Reims,Villarreal,
2011,a002,Aston Villa,11,Gabriel Agbonlahor,ENG,F,1.8,79,13-10-86,Birmingham,None,
2011,a002,Aston Villa,12,Marc Albrighton,ENG,M,1.75,67,18-11-89,Tamworth,None,
2011,a002,Aston Villa,13,Michael Bradley,USA,M,1.85,82,31-07-87,Palatine,B Mönchengladbach,
2011,a002,Aston Villa,14,Nathan Delfouneso,ENG,F,1.86,78,02-02-91,Birmingham,None,
2011,a002,Aston Villa,16,Fabian Delph,ENG,M,1.74,60,21-11-89,Bradford,Leeds U,
2011,a002,Aston Villa,17,Jean II Makoun,CMR,M,1.73,69,29-05-83,Yaoundé,Lyon,
2011,a002,Aston Villa,18,Emile Heskey,ENG,F,1.88,88,11-01-78,Leicester,Wigan Ath,
2011,a002,Aston Villa,19,Stiliyan Petrov,BUL,M,1.8,77,05-07-79,Montana,Celtic,
2011,a002,Aston Villa,20,Nigel Reo-Coker,ENG,M,1.75,76,14-05-84,Southwark,West Ham U,
2011,a002,Aston Villa,21,Ciaran Clark,IRL,D,1.88,76,26-09-89,Harrow,None,
2011,a002,Aston Villa,22,Brad Guzan,USA,G,1.93,94,09-09-84,Home Glen,Chivas USA,
2011,a002,Aston Villa,23,Habib Beye,SEN,D,1.82,79,19-10-77,Suresnes,Newcastle U,
2011,a002,Aston Villa,24,Carlos Cuéllar,ESP,D,1.9,84,23-08-81,Madrid,Rangers,
2011,a002,Aston Villa,25,Barry Bannan,SCO,M,1.7,60,01-12-89,Glasgow,None,
2011,a002,Aston Villa,27,Isaiah Osbourne,ENG,M,1.88,79,15-11-87,Birmingham,None,
2011,a002,Aston Villa,29,James Collins,WAL,D,1.88,90,23-08-83,Newport,West Ham U,
2011,a002,Aston Villa,30,Eric Lichaj,USA,D,1.8,79,17-11-88,Downers Grove,Univ of Nth Carolina,
2011,a002,Aston Villa,31,Chris Herd,AUS,M,1.73,76,04-04-89,Perth [AUS],Bayswater C,
2011,a002,Aston Villa,32,Nathan Baker,ENG,D,1.91,80,23-04-91,Worcester,None,
2011,a002,Aston Villa,33,Andy Marshall,ENG,G,1.88,86,14-04-75,Bury St Edmunds,Coventry C,
2011,a002,Aston Villa,35,Daniel Johnson,ENG,M,1.74,67,08-10-92,Kingston,Crystal Palace,
2011,a002,Aston Villa,36,Kyle Walker,ENG,D,1.78,73,28-05-90,Sheffield,Tottenham H,
2011,a002,Aston Villa,37,Moustapha Salifou,TOG,M,1.8,69,01-06-83,Lomé,FC Wil,
2011,a002,Aston Villa,39,Darren Bent,ENG,F,1.8,73,06-02-84,Tooting,Sunderland,
2011,a002,Aston Villa,43,Elliott Parish,ENG,G,1.88,83,20-05-90,Northampton,None,
2011,a002,Aston Villa,8,James Milner,ENG,M,1.7,67,04-01-86,Wortley,,Manchester C
2011,a002,Aston Villa,42,Andreas Weimann,AUT,F,1.88,76,05-08-91,Vienna,,Re-Registered (26)
2011,a002,Aston Villa,46,Barry Bannan,SCO,M,1.7,60,01-12-89,Glasgow,,Re-Registered (25)
2011,a002,Aston Villa,47,Ciaran Clark,ENG,D,1.88,76,26-09-89,Harrow,,Re-Registered (21)
2011,a002,Aston Villa,4,Steve Sidwell,ENG,M,1.78,70,14-12-82,Wandsworth,,Fulham
2011,a002,Aston Villa,34,Shane Lowry,AUS,D,1.85,88,12-06-89,Perth [AUS],,Sheffield U (On Loan)
2011,a002,Aston Villa,26,Andreas Weimann,AUT,F,1.88,76,05-08-91,Vienna,,Watford (On Loan)
2011,a002,Aston Villa,10,John Carew,NOR,F,1.93,88,05-09-79,Lørenskog,,Stoke C (On Loan)
2011,a002,Aston Villa,17,Moustapha Salifou,TOG,M,1.8,69,01-06-83,Lomé,,Re-Registered (37)
2011,a002,Aston Villa,28,Jonathan Hogg,ENG,M,1.7,67,06-12-88,Middlesbrough,,Portsmouth (On Loan)
2011,a002,Aston Villa,15,Curtis Davies,ENG,D,1.88,76,15-03-85,Waltham Forest,,Birmingham C
2011,a002,Aston Villa,9,Stephen Ireland,IRL,M,1.75,68,22-08-86,Cork,,Newcastle U (On Loan)
2011,a002,Birmingham City,1,Maik Taylor,NIR,G,1.93,90,04-09-71,Hildeshein,Fulham,
2011,a002,Birmingham City,2,Stephen Carr,IRL,D,1.76,78,29-08-76,Dublin,Newcastle U,
2011,a002,Birmingham City,3,David Murphy,ENG,D,1.83,84,01-03-84,Hartlepool,Hibernian,
2011,a002,Birmingham City,4,Lee Bowyer,ENG,M,1.75,62,03-01-77,Newham,West Ham U,
2011,a002,Birmingham City,5,Roger Johnson,ENG,D,1.91,70,28-04-83,Ashford,Cardiff C,
2011,a002,Birmingham City,6,Liam Ridgewell,ENG,D,1.88,79,21-07-84,Bexley,Aston Villa,
2011,a002,Birmingham City,7,Sebastian Larsson,SWE,M,1.78,70,06-06-85,Eskiltuna,Arsenal,
2011,a002,Birmingham City,8,Craig Gardner,ENG,M,1.78,71,25-11-86,Solihull,Aston Villa,
2011,a002,Birmingham City,9,Kevin Phillips,ENG,F,1.7,70,25-07-73,Hitchin,WBA,
2011,a002,Birmingham City,10,Cameron Jerome,ENG,F,1.85,85,14-08-86,Huddersfield,Cardiff C,
2011,a002,Birmingham City,11,David Bentley,ENG,M,1.75,68,27-08-84,Peterborough,Tottenham H,
2011,a002,Birmingham City,12,Barry Ferguson,SCO,M,1.78,74,02-02-78,Glasgow,Rangers,
2011,a002,Birmingham City,13,Colin Doyle,IRL,G,1.96,91,12-08-85,Cork,None,
2011,a002,Birmingham City,14,Matt Derbyshire,ENG,F,1.85,72,14-04-86,Great Harwood,Olympiakos,
2011,a002,Birmingham City,15,Scott Dann,ENG,D,1.88,76,14-02-87,Liverpool,Coventry C,
2011,a002,Birmingham City,16,James McFadden,SCO,F,1.78,75,14-04-83,Glasgow,Everton,
2011,a002,Birmingham City,17,Obafemi Martins,NGA,F,1.76,67,28-10-84,Lagos,Rubin Kazan,
2011,a002,Birmingham City,18,Keith Fahey,IRL,M,1.78,80,15-01-83,Dublin,St Patrick's Ath,
2011,a002,Birmingham City,19,Nikola Žigić,SRB,F,2.02,90,25-09-80,Bačka Topola,Valencia,
2011,a002,Birmingham City,20,Enric Vallès,ESP,M,1.89,83,01-03-90,Barcelona,NAC Breda,
2011,a002,Birmingham City,21,Stuart Parnaby,ENG,D,1.78,70,19-07-82,Durham,Middlesbrough,
2011,a002,Birmingham City,22,Aliaksandr Hleb,BLR,M,1.85,74,01-05-81,Minsk,Barcelona,
2011,a002,Birmingham City,23,Jean Beausejour,CHI,M,1.79,80,01-06-84,Santiago,América,
2011,a002,Birmingham City,24,Jay O'Shea,IRL,M,1.83,70,10-08-88,Dún Laoghaire,Galway U,
2011,a002,Birmingham City,25,Jordon Mutch,ENG,M,1.75,65,02-12-91,Birmingham,Derby Co,
2011,a002,Birmingham City,26,Ben Foster,ENG,G,1.88,80,03-04-83,Leamington,Manchester U,
2011,a002,Birmingham City,27,Nathan Redmond,ENG,M,1.73,75,06-03-94,Birmingham,None,
2011,a002,Birmingham City,28,Martin Jiránek,CZE,D,1.89,90,25-05-79,Liberec,Spartak Moscow,
2011,a002,Birmingham City,29,Marcus Bent,ENG,F,1.88,76,19-05-78,Hammersmith,Charlton Ath,
2011,a002,Birmingham City,30,Akwasi Asante,GHA,F,1.83,83,06-09-92,Amsterdam,Haarlem,
2011,a002,Birmingham City,31,Fraser Kerr,SCO,D,1.91,84,17-01-93,Rutherglen,Motherwell,
2011,a002,Birmingham City,32,Curtis Davies,ENG,D,1.88,76,15-03-85,Waltham Forest,Aston Villa,
2011,a002,Birmingham City,33,Alpaslan Öztürk,BEL,D,1.84,83,16-07-93,Antwerp,Germinal Beerschot,
2011,a002,Birmingham City,34,Jack Butland,ENG,G,1.92,95,10-03-93,Bristol,None,
2011,a002,Birmingham City,11,Garry O'Connor,SCO,F,1.86,75,07-05-83,Edinburgh,,Barnsley
2011,a002,Birmingham City,17,Míchel,ESP,M,1.83,72,09-11-85,Pola de Lena,,AEK (On Loan)
2011,a002,Blackburn Rovers,1,Paul Robinson,ENG,G,1.93,90,15-10-79,Beverley,Tottenham H,
2011,a002,Blackburn Rovers,2,Jermaine Jones,USA,M,1.84,78,03-11-81,Frankfurt am Main,Schalke,
2011,a002,Blackburn Rovers,3,Martin Olsson,SWE,D,1.78,81,17-05-88,Gävle,Högaborgs BK,
2011,a002,Blackburn Rovers,4,Christopher Samba,CGO,D,1.93,91,28-03-84,Créteil,Hertha Berlin,
2011,a002,Blackburn Rovers,5,Gaël Givet,FRA,D,1.81,75,09-10-81,Arles,Marseille,
2011,a002,Blackburn Rovers,6,Ryan Nelsen,NZL,D,1.83,90,18-10-77,Christchurch,DC United,
2011,a002,Blackburn Rovers,7,Brett Emerton,AUS,M,1.85,85,22-02-79,Bankstown,Feyenoord,
2011,a002,Blackburn Rovers,8,David Dunn,ENG,M,1.75,78,27-12-79,Blackburn,Birmingham C,
2011,a002,Blackburn Rovers,9,Nikola Kalinić,CRO,F,1.87,84,05-01-88,Split,Hajduk Split,
2011,a002,Blackburn Rovers,10,Mauro Formica,ARG,M,1.76,64,04-04-88,Rosario,Newell's Old Boys,
2011,a002,Blackburn Rovers,11,Vince Grella,AUS,M,1.82,79,05-10-79,Melbourne,Torino,
2011,a002,Blackburn Rovers,12,Morten Gamst Pedersen,NOR,M,1.83,74,08-09-81,Vadsø,Tromsø,
2011,a002,Blackburn Rovers,13,Mark Bunn,ENG,G,1.83,77,16-11-84,Southgate,Northampton T,
2011,a002,Blackburn Rovers,15,Steven N'Zonzi,FRA,M,1.9,75,15-12-88,Colombes,Amiens,
2011,a002,Blackburn Rovers,17,Keith Andrews,IRL,M,1.83,78,13-09-80,Dublin,MK Dons,
2011,a002,Blackburn Rovers,18,Roque Santa Cruz,PAR,F,1.87,80,16-08-81,Asunción,Manchester C,
2011,a002,Blackburn Rovers,20,Rubén Rochina,ESP,F,1.81,70,23-03-91,Sagunto,Barcelona,
2011,a002,Blackburn Rovers,21,Benjani Mwaruwari,ZIM,F,1.82,78,13-08-78,Bulawayo,Manchester C,
2011,a002,Blackburn Rovers,23,Junior Hoilett,CAN,M,1.73,70,05-06-90,Brampton,None,
2011,a002,Blackburn Rovers,26,Hérold Goulon,FRA,M,1.9,85,12-06-88,Paris,Le Mans,
2011,a002,Blackburn Rovers,27,Michel Salgado,ESP,D,1.74,75,22-10-75,As Neves,Real Madrid,
2011,a002,Blackburn Rovers,28,Phil Jones,ENG,D,1.8,71,21-02-92,Preston,None,
2011,a002,Blackburn Rovers,30,Jason Roberts,GRN,F,1.85,92,25-01-78,Park Royal,Wigan Ath,
2011,a002,Blackburn Rovers,31,Grant Hanley,SCO,D,1.88,76,20-11-91,Dumfries,None,
2011,a002,Blackburn Rovers,32,Jason Brown,WAL,G,1.8,98,18-05-82,Southwark,Gillingham,
2011,a002,Blackburn Rovers,33,Josh Morris,ENG,D,1.8,70,30-09-91,Preston,None,
2011,a002,Blackburn Rovers,34,Frank Fielding,ENG,G,1.85,75,04-04-88,Blackburn,None,
2011,a002,Blackburn Rovers,35,Jason Lowe,ENG,M,1.83,80,02-09-91,Wigan,None,
2011,a002,Blackburn Rovers,36,Michael Potts,ENG,M,1.82,77,26-11-91,Preston,None,
2011,a002,Blackburn Rovers,37,Zac Aley,ENG,M,1.8,71,17-08-91,Fazakerley,Southport,
2011,a002,Blackburn Rovers,38,Robbie Cotton,ENG,M,1.8,70,15-09-94,Rotherham,None,
2011,a002,Blackburn Rovers,41,Mame Biram Diouf,SEN,F,1.85,76,16-12-87,Dakar,Manchester U,
2011,a002,Blackburn Rovers,2,Lars Jacobsen,DEN,D,1.81,75,20-09-79,Odense,,West Ham U
2011,a002,Blackburn Rovers,30,Maceo Rigters,NED,F,1.79,72,22-01-84,Amsterdam,,Willem II (On Loan)
2011,a002,Blackburn Rovers,14,Amine Linganzi,ALG,M,1.86,81,16-11-89,Algiers,,Preston NE (On Loan)
2011,a002,Blackburn Rovers,25,Alan Judge,IRL,M,1.84,88,11-11-88,Dublin,,Notts Co
2011,a002,Blackburn Rovers,39,Pascal Chimbonda,FRA,D,1.82,73,21-02-79,Les Abymes,,QPR
2011,a002,Blackburn Rovers,19,Aaron Doran,IRL,M,1.7,76,13-05-91,Dublin,,Inverness CT (On Loan)
2011,a002,Blackburn Rovers,29,Gavin Gunning,IRL,D,1.83,80,26-01-91,Cork,,Motherwell (On Loan)
2011,a002,Blackburn Rovers,10,El-Hadji Diouf,SEN,F,1.8,75,15-01-81,Dakar,,Rangers (On Loan)
2011,a002,Blackpool,1,Paul Rachubka,USA,G,1.85,85,21-05-81,San Luis Opispo,Huddersfield T,
2011,a002,Blackpool,2,Daniel Coid,ENG,D,1.8,73,03-10-81,Liverpool,None,
2011,a002,Blackpool,3,Stephen Crainey,SCO,D,1.75,60,22-06-81,Glasgow,Leeds U,
2011,a002,Blackpool,4,Keith Southern,ENG,M,1.78,78,21-04-81,Gateshead,Everton,
2011,a002,Blackpool,5,Neil Eardley,WAL,D,1.8,74,06-11-88,Llandudno,Oldham Ath,
2011,a002,Blackpool,6,Ian Evatt,ENG,D,1.91,88,19-11-81,Coventry,QPR,
2011,a002,Blackpool,7,Billy Clarke,IRL,F,1.7,64,13-12-87,Cork,Ipswich T,
2011,a002,Blackpool,8,Malaury Martin,FRA,M,1.78,75,25-08-88,Nice,Monaco,
2011,a002,Blackpool,9,Marlon Harewood,ENG,F,1.85,85,25-08-79,Hampstead,Aston Villa,
2011,a002,Blackpool,10,Brett Ormerod,ENG,F,1.77,77,18-10-76,Blackburn,Preston NE,
2011,a002,Blackpool,11,David Vaughan,WAL,M,1.7,66,18-02-83,Rhuddlan,Real Sociedad,
2011,a002,Blackpool,12,Gary Taylor-Fletcher,ENG,F,1.83,70,04-06-81,Widnes,Huddersfield T,
2011,a002,Blackpool,13,Mark Halstead,ENG,G,1.91,89,01-01-90,Blackpool,None,
2011,a002,Blackpool,14,Elliot Grandin,FRA,F,1.78,67,17-10-87,Caen,CSKA Sofia,
2011,a002,Blackpool,15,Alex John-Baptiste,ENG,D,1.8,74,31-01-86,Sutton-in-Ashfield,Mansfield T,
2011,a002,Blackpool,16,Luke Varney,ENG,F,1.8,70,28-09-82,Leicester,Derby Co,
2011,a002,Blackpool,17,Chris Basham,ENG,M,1.8,80,20-07-88,Hebburn,Bolton W,
2011,a002,Blackpool,18,Jason Euell,JAM,F,1.8,71,06-02-77,Lambeth,Southampton,
2011,a002,Blackpool,19,Ludovic Sylvestre,FRA,M,1.82,74,05-02-84,Le Blanc-Mesnil,Mladá Boleslav,
2011,a002,Blackpool,20,Craig Cathcart,NIR,D,1.88,72,06-02-89,Belfast,Manchester U,
2011,a002,Blackpool,21,Matthew Gilks,SCO,G,1.85,81,04-06-82,Rochdale,Norwich C,
2011,a002,Blackpool,22,Ashley Eastham,ENG,D,1.91,79,22-03-91,Preston,None,
2011,a002,Blackpool,23,Matt Phillips,ENG,M,1.83,75,13-03-91,Aylesbury,Wycombe W,
2011,a002,Blackpool,24,Rob Edwards,WAL,D,1.85,74,25-12-82,Telford,Wolverhampton W,
2011,a002,Blackpool,25,Louis Almond,ENG,F,1.8,76,15-08-90,Blackburn,None,
2011,a002,Blackpool,26,Charlie Adam,SCO,M,1.85,83,10-12-85,Dundee,Rangers,
2011,a002,Blackpool,27,Ishmel Demontagnac,ENG,M,1.78,75,15-06-88,London,Walsall,
2011,a002,Blackpool,28,Richard Kingson,GHA,G,1.83,83,13-06-78,Accra,Wigan Ath,
2011,a002,Blackpool,29,David Carney,AUS,D,1.8,70,30-11-83,Sydney,FC Twente,
2011,a002,Blackpool,30,Stephen Husband,SCO,M,1.83,82,29-10-90,Kelty,Hearts,
2011,a002,Blackpool,31,Salaheddine Sbaï,MAR,D,1.78,73,21-08-85,Rabat,Nîmes,
2011,a002,Blackpool,32,Tom Barkhuizen,ENG,F,1.75,70,04-07-93,Blackpool,None,
2011,a002,Blackpool,33,Josh Roberts,ENG,D,,,,,None,
2011,a002,Blackpool,34,Liam Tomsett,ENG,M,1.8,78,21-01-92,Ulverston,None,
2011,a002,Blackpool,35,Biko Youanda,ENG,D,,,,,None,
2011,a002,Blackpool,36,Kingsley Francis-Reynolds,ENG,M,,,,,Tottenham H,
2011,a002,Blackpool,37,Adam Dodd,ENG,M,1.73,83,25-06-92,Kirkham,None,
2011,a002,Blackpool,39,DJ Campbell,ENG,F,1.78,72,12-11-81,London,Leicester C,
2011,a002,Blackpool,40,Pa Modu Jobe,ENG,F,,,,,None,
2011,a002,Blackpool,41,Siarhei Karnilenka,BLR,F,1.85,78,14-06-83,Vitebsk,Zenit St Petersburg,
2011,a002,Blackpool,42,Jason Puncheon,ENG,M,1.73,71,26-06-86,Croydon,Southampton,
2011,a002,Blackpool,43,Andy Reid,IRL,M,1.75,70,29-07-82,Dublin,Sunderland,
2011,a002,Blackpool,44,James Beattie,ENG,F,1.85,84,27-02-78,Lancaster,Rangers,
2011,a002,Blackpool,45,Chris Kettings,SCO,G,1.88,78,25-10-92,Bolton,None,
2011,a002,Blackpool,31,Dekel Keinan,ISR,D,1.84,74,15-09-84,Rosh HaNikra,,Cardiff C
2011,a002,Bolton Wanderers,1,Ádám Bogdán,HUN,G,1.94,90,27-09-87,Budapest,Vasas,
2011,a002,Bolton Wanderers,2,Grétar Steinsson,ISL,D,1.89,78,09-01-82,Siglufjördur,AZ Alkmaar,
2011,a002,Bolton Wanderers,3,Jlloyd Samuel,TRI,D,1.8,72,29-03-81,San Fernando,Aston Villa,
2011,a002,Bolton Wanderers,4,Paul Robinson,ENG,D,1.75,73,14-12-78,Watford,WBA,
2011,a002,Bolton Wanderers,5,Gary Cahill,ENG,D,1.88,71,19-12-85,Sheffield,Aston Villa,
2011,a002,Bolton Wanderers,6,Fabrice Muamba,ENG,M,1.88,78,06-04-88,Kinshasa,Birmingham C,
2011,a002,Bolton Wanderers,7,Matthew Taylor,ENG,M,1.78,74,27-11-81,Oxford,Portsmouth,
2011,a002,Bolton Wanderers,8,Stuart Holden,USA,M,1.78,73,01-08-85,Aberdeen,Houston Dynamo,
2011,a002,Bolton Wanderers,9,Johan Elmander,SWE,F,1.88,79,27-05-81,Alingsas,Toulouse,
2011,a002,Bolton Wanderers,10,Martin Petrov,BUL,M,1.8,76,15-01-79,Vzatza,Manchester C,
2011,a002,Bolton Wanderers,11,Ricardo Gardner,JAM,M,1.75,70,25-09-78,St Andrews,Harbour View,
2011,a002,Bolton Wanderers,12,Zat Knight,ENG,D,1.98,86,02-05-80,Solihull,Aston Villa,
2011,a002,Bolton Wanderers,13,Robert Lainton,ENG,G,1.88,79,12-10-89,Ashton-under-Lyme,None,
2011,a002,Bolton Wanderers,14,Kevin Davies,ENG,F,1.83,81,26-03-77,Sheffield,Southampton,
2011,a002,Bolton Wanderers,15,Daniel Sturridge,ENG,F,1.88,76,01-09-89,Birmingham,Chelsea,
2011,a002,Bolton Wanderers,16,Mark Davies,ENG,M,1.8,74,18-02-88,Wolverhampton,Wolverhampton W,
2011,a002,Bolton Wanderers,17,Ivan Klasnić,CRO,F,1.86,79,29-01-80,Hamburg,Nantes,
2011,a002,Bolton Wanderers,18,Sam Ricketts,WAL,D,1.85,77,11-10-81,Aylesbury,Hull C,
2011,a002,Bolton Wanderers,19,Rodrigo Moreno,ESP,F,1.8,74,06-03-91,Rio de Janeiro,Benfica,
2011,a002,Bolton Wanderers,20,Robbie Blake,ENG,F,1.75,76,04-03-76,Middlesbrough,Burnley,
2011,a002,Bolton Wanderers,21,Tamir Cohen,ISR,M,1.81,77,04-03-84,Tel Aviv,Maccabi Netanya,
2011,a002,Bolton Wanderers,22,Jussi Jääskeläinen,FIN,G,1.91,81,19-04-75,Mikkeli,VPS,
2011,a002,Bolton Wanderers,23,Sean Davis,ENG,M,1.78,80,20-09-79,Clapham,Portsmouth,
2011,a002,Bolton Wanderers,25,Marcos Alonso,ESP,D,1.88,85,28-12-90,Madrid,Real Madrid B,
2011,a002,Bolton Wanderers,27,Lee Chung-Yong,KOR,M,1.8,69,02-07-88,Seoul,FC Seoul,
2011,a002,Bolton Wanderers,28,Joey O'Brien,IRL,M,1.8,69,17-02-86,Dublin,None,
2011,a002,Bolton Wanderers,29,Michael O'Halloran,SCO,F,1.88,79,06-01-91,Glasgow,None,
2011,a002,Bolton Wanderers,31,David Wheater,ENG,D,1.96,82,14-02-87,Redcar,Middlesbrough,
2011,a002,Bolton Wanderers,33,Danny Ward,ENG,F,1.8,78,11-12-91,Leeds,Leeds U,
2011,a002,Bolton Wanderers,35,Temitope Obadeyi,ENG,F,1.9,87,29-10-89,Birmingham,None,
2011,a002,Bolton Wanderers,40,Tom Eaves,ENG,F,1.9,86,14-02-92,Liverpool,Oldham Ath,
2011,a002,Bolton Wanderers,44,Josh Vela,ENG,M,1.81,73,14-12-93,Salford,None,
2011,a002,Bolton Wanderers,24,Danny Shittu,NGA,D,1.91,95,02-09-80,Lagos,,Millwall
2011,a002,Bolton Wanderers,31,Andy O'Brien,IRL,D,1.91,74,29-06-79,Harrogate,,Leeds U
2011,a002,Bolton Wanderers,15,Rahamat Riga Mustapha,NED,F,1.78,70,10-10-81,Accra,,Cartagena
2011,a002,Chelsea,1,Petr Čech,CZE,G,1.96,90,20-05-82,Plzeň,Rennes,
2011,a002,Chelsea,2,Branislav Ivanović,SRB,D,1.88,86,22-02-84,Sremska Mitrovica,Lokomotiv Moscow,
2011,a002,Chelsea,3,Ashley Cole,ENG,D,1.72,67,20-12-80,Stepney,Arsenal,
2011,a002,Chelsea,4,David Luiz,BRA,D,1.89,84,22-04-87,São Paulo,Benfica,
