Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place
2013,a002,Aston Villa,24,Simon Dawkins,ENG,F,1.78,70,01-12-87,Edgware
2013,a002,Aston Villa,25,Barry Bannan,SCO,M,1.7,60,01-12-89,Glasgow
2013,a002,Aston Villa,26,Andreas Weimann,AUT,F,1.88,76,05-08-91,Vienna
2013,a002,Aston Villa,27,Joe Bennett,ENG,D,1.77,74,28-03-90,Rochdale
2013,a002,Aston Villa,29,Enda Stevens,IRL,D,1.83,78,09-07-90,Dublin
2013,a002,Aston Villa,30,Eric Lichaj,USA,D,1.8,79,17-11-88,Downers Grove
2013,a002,Aston Villa,31,Chris Herd,AUS,M,1.73,76,04-04-89,Perth [AUS]
2013,a002,Aston Villa,32,Nathan Baker,ENG,D,1.91,80,23-04-91,Worcester
2013,a002,Aston Villa,33,Andy Marshall,ENG,G,1.88,86,14-04-75,Bury St Edmunds
2013,a002,Aston Villa,34,Matthew Lowton,ENG,D,1.8,78,09-06-89,Chesterfield
2013,a002,Aston Villa,35,Daniel Johnson,ENG,M,1.74,67,08-10-92,Kingston
2013,a002,Aston Villa,36,Graham Burke,IRL,F,1.8,75,21-09-93,Dublin
2013,a002,Aston Villa,37,Derrick Williams,IRL,D,1.8,75,17-01-93,Waterford
2013,a002,Aston Villa,38,Gary Gardner,ENG,M,1.88,82,29-06-92,Solihull
2013,a002,Aston Villa,39,Benjamin Siegrist,SUI,G,1.94,85,31-01-92,Basel
2013,a002,Aston Villa,40,Samir Carruthers,IRL,M,1.73,70,04-04-93,Islington
2013,a002,Aston Villa,23,Nathan Delfouneso,ENG,F,1.86,78,02-02-91,Birmingham
2013,a002,Aston Villa,2,Alan Hutton,SCO,D,1.85,72,30-11-84,Glasgow
2013,a002,Aston Villa,3,Stephen Warnock,ENG,D,1.78,75,12-12-81,Ormskirk
2013,a002,Aston Villa,19,Stiliyan Petrov,BUL,M,1.8,77,05-07-79,Montana
2013,a002,Chelsea,1,Petr Čech,CZE,G,1.96,90,20-05-82,Plzeň
2013,a002,Chelsea,2,Branislav Ivanović,SRB,D,1.88,86,22-02-84,Sremska Mitrovica
2013,a002,Chelsea,3,Ashley Cole,ENG,D,1.72,67,20-12-80,Stepney
2013,a002,Chelsea,4,David Luiz,BRA,D,1.89,84,22-04-87,São Paulo
2013,a002,Chelsea,6,Oriol Romeu,ESP,M,1.82,79,24-09-91,Ulldecona
2013,a002,Chelsea,7,Ramires,BRA,M,1.79,65,24-03-87,Rio de Janeiro
2013,a002,Chelsea,8,Frank Lampard,ENG,M,1.83,90,20-06-78,Romford
2013,a002,Chelsea,9,Fernando Torres,ESP,F,1.86,78,20-03-84,Madrid
2013,a002,Chelsea,10,Juan Mata,ESP,F,1.7,63,28-04-88,Burgos
2013,a002,Chelsea,11,Oscar,BRA,M,1.79,66,09-09-91,Americana
2013,a002,Chelsea,12,Mikel John Obi,NGA,M,1.84,85,22-04-87,Jos
2013,a002,Chelsea,13,Victor Moses,NGA,F,1.77,75,12-12-90,Lagos
2013,a002,Chelsea,15,Florent Malouda,FRA,M,1.81,73,13-06-80,Cayenne
2013,a002,Chelsea,17,Eden Hazard,BEL,M,1.7,69,07-01-91,La Louvière
2013,a002,Chelsea,19,Paulo Ferreira,POR,D,1.82,76,18-01-79,Lisbon
2013,a002,Chelsea,21,Marko Marin,GER,M,1.7,63,13-03-89,Gradiška
2013,a002,Chelsea,22,Ross Turnbull,ENG,G,1.93,85,04-01-85,Bishop Auckland
2013,a002,Chelsea,24,Gary Cahill,ENG,D,1.88,71,19-12-85,Sheffield
2013,a002,Chelsea,26,John Terry,ENG,D,1.86,91,07-12-80,Barking
2013,a002,Chelsea,28,César Azpilicueta,ESP,D,1.78,70,28-08-89,Pamplona
2013,a002,Chelsea,29,Demba Ba,SEN,F,1.89,83,25-05-85,Sèvres
2013,a002,Chelsea,30,Yossi Benayoun,ISR,M,1.78,70,05-05-80,Beersheba
2013,a002,Chelsea,32,Andreas Christensen,DEN,D,1.88,68,10-04-96,Allerød
2013,a002,Chelsea,33,Ruben Loftus-Cheek,ENG,M,1.93,71,23-01-96,Lewisham
2013,a002,Chelsea,34,Ryan Bertrand,ENG,D,1.79,85,05-08-89,Southwark
2013,a002,Chelsea,40,Hilário,POR,G,1.88,86,21-10-75,São Pedro da Cova
2013,a002,Chelsea,46,Jamal Blackman,ENG,G,1.96,82,27-10-93,Croydon
2013,a002,Chelsea,47,Billy Clifford,ENG,D,1.7,67,18-10-92,Slough
2013,a002,Chelsea,49,Aziz Deen-Conteh,ENG,D,1.76,70,14-01-93,Bumpeh
2013,a002,Chelsea,54,Todd Kane,ENG,D,1.8,70,17-09-93,Huntingdon
2013,a002,Chelsea,56,George Saville,ENG,M,1.76,73,01-06-93,Camberley
2013,a002,Chelsea,57,Nathan Aké,NED,D,1.8,71,18-02-95,Den Haag
2013,a002,Chelsea,58,Daniel Pappoe,GHA,D,1.91,93,30-12-93,Accra
2013,a002,Chelsea,20,Josh McEachran,ENG,M,1.78,65,01-03-93,Oxford
2013,a002,Chelsea,31,Gaël Kakuta,FRA,F,1.73,65,21-06-91,Lille
2013,a002,Chelsea,5,Michael Essien,GHA,M,1.78,84,03-12-82,Accra
2013,a002,Chelsea,16,Raul Meireles,POR,M,1.79,69,17-03-83,Porto
2013,a002,Chelsea,23,Daniel Sturridge,ENG,F,1.88,76,01-09-89,Birmingham
2013,a002,Chelsea,35,Lucas Piazón,BRA,F,1.82,75,20-01-94,São Paulo
2013,a002,Chelsea,60,Adam Coombes,ENG,F,1.85,82,19-06-91,Carshalton
2013,a002,Everton,1,Ján Mucha,SVK,G,1.89,87,05-12-82,Belá nad Cirochou
2013,a002,Everton,2,Tony Hibbert,ENG,D,1.73,72,20-02-81,Liverpool
2013,a002,Everton,3,Leighton Baines,ENG,D,1.7,75,11-12-84,Liverpool
2013,a002,Everton,4,Darron Gibson,IRL,M,1.8,83,25-10-87,Derry
2013,a002,Everton,5,John Heitinga,NED,D,1.8,72,15-11-83,Alphen aan den Rijn
2013,a002,Everton,6,Phil Jagielka,ENG,D,1.83,83,17-08-82,Sale
2013,a002,Everton,7,Nikica Jelavić,CRO,F,1.88,88,27-08-85,Capljina
2013,a002,Everton,8,Bryan Oviedo,CRC,D,1.72,70,18-02-90,Alajuela
2013,a002,Everton,11,Kevin Mirallas,BEL,F,1.78,72,05-10-87,Liège
2013,a002,Everton,14,Steven Naismith,SCO,F,1.78,72,14-09-86,Irvine
2013,a002,Everton,15,Sylvain Distin,FRA,D,1.93,85,16-12-77,Bagnolet
2013,a002,Everton,16,Thomas Hitzlsperger,GER,M,1.83,80,05-04-82,Munich
2013,a002,Everton,18,Phil Neville,ENG,D,1.8,75,21-01-77,Bury
2013,a002,Everton,20,Ross Barkley,ENG,M,1.89,76,05-12-93,Liverpool
2013,a002,Everton,21,Leon Osman,ENG,M,1.73,62,17-05-81,Billinge
2013,a002,Everton,22,Steven Pienaar,RSA,M,1.7,66,17-03-82,Johannesburg
2013,a002,Everton,23,Séamus Coleman,IRL,D,1.93,67,11-10-88,Donegal
2013,a002,Everton,24,Tim Howard,USA,G,1.91,95,06-03-79,North Brunswick
2013,a002,Everton,25,Marouane Fellaini,BEL,M,1.94,85,22-11-87,Etterbeek
2013,a002,Everton,26,John Stones,ENG,D,1.88,70,28-05-94,Barnsley
2013,a002,Everton,27,Apostolos Vellios,GRE,F,1.91,79,08-01-92,Thessaloniki
2013,a002,Everton,28,Victor Anichebe,NGA,F,1.85,80,23-04-88,Lagos
2013,a002,Everton,30,Francisco Júnior,POR,M,1.62,65,18-01-92,Bissau
2013,a002,Everton,31,Matthew Kennedy,SCO,M,1.75,65,01-11-94,Irvine
2013,a002,Everton,34,Shane Duffy,IRL,D,1.93,76,01-01-92,Derry
2013,a002,Everton,40,Tyias Browning,ENG,D,1.81,76,27-05-94,Liverpool
2013,a002,Everton,41,Jake Bidwell,ENG,D,1.83,70,21-03-93,Southport
2013,a002,Everton,42,Luke Garbutt,ENG,D,1.78,73,21-05-93,Harrogate
2013,a002,Everton,43,Conor McAleny,ENG,F,1.78,79,12-08-92,Liverpool
2013,a002,Everton,46,Mason Springthorpe,ENG,G,1.88,72,01-11-94,Shrewsbury
2013,a002,Everton,19,Magaye Gueye,SEN,F,1.79,73,06-07-90,Nogent-sur-Marne
2013,a002,Fulham,1,Mark Schwarzer,AUS,G,1.94,85,06-10-72,Sydney
2013,a002,Fulham,3,John Arne Riise,NOR,D,1.85,78,24-09-80,Molde
2013,a002,Fulham,4,Philippe Senderos,SUI,D,1.9,84,14-02-85,Geneva
2013,a002,Fulham,5,Brede Hangeland,NOR,D,1.95,92,20-06-81,Houston
2013,a002,Fulham,6,Chris Baird,NIR,D,1.79,71,25-02-82,Ballymena
2013,a002,Fulham,7,Steve Sidwell,ENG,M,1.78,70,14-12-82,Wandsworth
2013,a002,Fulham,9,Dimitar Berbatov,BUL,F,1.88,79,30-01-81,Blagoevgrad
2013,a002,Fulham,10,Mladen Petrić,CRO,F,1.85,81,01-01-81,Dubrave
2013,a002,Fulham,11,Bryan Ruiz,CRC,F,1.88,78,18-08-85,San José [CRC]
2013,a002,Fulham,12,Emmanuel Frimpong,GHA,M,1.83,83,10-01-92,Accra
2013,a002,Fulham,14,Giorgos Karagounis,GRE,M,1.76,74,6-3-77,Pyrgos
2013,a002,Fulham,15,Kieran Richardson,ENG,M,1.79,74,21-10-84,Greenwich
2013,a002,Fulham,16,Damien Duff,IRL,M,1.78,70,02-03-79,Ballyboden
2013,a002,Fulham,17,Matthew Briggs,ENG,D,1.88,84,09-03-91,Wandsworth
2013,a002,Fulham,18,Aaron Hughes,NIR,D,1.83,72,08-11-79,Magherafelt
2013,a002,Fulham,19,Mahamadou Diarra,MLI,M,1.83,76,18-05-81,Bamako
2013,a002,Fulham,20,Hugo Rodallega,COL,F,1.81,72,25-07-85,El Carmelo
2013,a002,Fulham,21,Kerim Frei,TUR,M,1.71,66,19-11-93,Feldkirch
2013,a002,Fulham,22,Csaba Somogyi,HUN,G,1.9,85,07-04-85,Dunaújváros
2013,a002,Fulham,24,Ashkan Dejagah,IRN,F,1.81,74,05-07-86,Tehran
2013,a002,Fulham,25,Stanislav Manolev,BUL,D,1.83,72,16-12-85,Blagoevgrad
2013,a002,Fulham,27,Sascha Riether,GER,D,1.74,70,23-03-83,Lahr
2013,a002,Fulham,28,Urby Emanuelson,NED,M,1.76,68,16-06-86,Amsterdam
2013,a002,Fulham,29,Simon Davies,WAL,M,1.78,76,23-10-79,Haverfordwest
2013,a002,Fulham,31,Alex Kačaniklić,SWE,M,1.75,71,13-08-91,Helsingborg
2013,a002,Fulham,32,Chris David,NED,M,1.7,71,06-03-93,Amsterdam
2013,a002,Fulham,33,Eyong Enoh,CMR,M,1.8,76,23-03-86,Kumba
2013,a002,Fulham,35,Marcus Bettinelli,ENG,G,1.94,82,24-05-92,Camberwell
2013,a002,Fulham,36,Buomesca Tué Na Bangna,POR,M,1.74,65,06-05-93,Bissau
2013,a002,Fulham,37,Dan Burn,ENG,D,1.98,83,09-05-92,Blyth
2013,a002,Fulham,38,Neil Etheridge,PHI,G,1.91,89,07-02-90,Enfield
2013,a002,Fulham,40,Alex Smith,ENG,D,1.75,54,31-10-91,Clapham
2013,a002,Fulham,41,Tom Donegan,ENG,M,1.78,70,15-09-92,Fazakerley
2013,a002,Fulham,42,Charles Banya,ENG,M,1.7,61,18-09-93,Lambeth
2013,a002,Fulham,43,Muamer Tanković,SWE,F,1.79,74,22-02-95,Tingstad
2013,a002,Fulham,44,Jack Grimmer,SCO,M,1.84,84,25-01-94,Aberdeen
2013,a002,Fulham,30,Mousa Dembélé,BEL,M,1.77,70,17-07-87,Wilrijk
2013,a002,Fulham,23,Clint Dempsey,USA,M,1.86,84,09-03-83,Nacogdoches
2013,a002,Fulham,32,Rafik Halliche,ALG,D,1.87,77,02-09-86,Algiers
2013,a002,Fulham,25,Mickaël Tavares,SEN,M,1.86,78,25-10-82,Villeneuve-St-Georges
2013,a002,Fulham,2,Stephen Kelly,IRL,D,1.84,82,06-09-83,Dublin
2013,a002,Fulham,39,Marcello Trotta,ITA,F,1.87,82,29-09-92,Santa Maria Capua Vetere
2013,a002,Fulham,13,David Stockdale,ENG,G,1.91,84,20-09-85,Leeds
2013,a002,Fulham,8,Pajtim Kasami,SUI,M,1.87,70,02-06-92,Struga
2013,a002,Liverpool,1,Brad Jones,AUS,G,1.91,76,19-03-82,Armadale
2013,a002,Liverpool,2,Glen Johnson,ENG,D,1.82,70,23-08-84,Greenwich
2013,a002,Liverpool,3,José Enrique,ESP,D,1.84,82,23-01-86,Valencia
2013,a002,Liverpool,5,Daniel Agger,DEN,D,1.87,75,12-12-84,Hvidovre
2013,a002,Liverpool,7,Luis Suárez,URU,F,1.81,81,24-01-87,Salto
2013,a002,Liverpool,8,Steven Gerrard,ENG,M,1.83,79,30-05-80,Whiston
2013,a002,Liverpool,10,Philippe Coutinho,BRA,M,1.71,68,12-06-92,Rio de Janeiro
2013,a002,Liverpool,11,Oussama Assaidi,MAR,M,1.78,70,05-08-88,Beni Boughafar
2013,a002,Liverpool,14,Jordan Henderson,ENG,M,1.82,67,17-06-90,Sunderland
2013,a002,Liverpool,15,Daniel Sturridge,ENG,F,1.88,76,1-9-89,Birmingham
2013,a002,Liverpool,16,Sebastián Coates,URU,D,1.96,88,07-10-90,Montevideo
2013,a002,Liverpool,19,Stewart Downing,ENG,M,1.8,64,22-07-84,Middlesbrough
2013,a002,Liverpool,21,Lucas Leiva,BRA,M,1.79,74,09-01-87,Dourados
2013,a002,Liverpool,23,Jamie Carragher,ENG,D,1.85,83,28-01-78,Bootle
2013,a002,Liverpool,24,Joe Allen,WAL,M,1.68,62,14-03-90,Carmarthen
2013,a002,Liverpool,25,Pepe Reina,ESP,G,1.88,92,31-08-82,Madrid
2013,a002,Liverpool,29,Fabio Borini,ITA,F,1.8,74,29-03-91,Bentivoglio
2013,a002,Liverpool,30,Suso,ESP,F,1.76,69,19-11-93,Cádiz
2013,a002,Liverpool,31,Raheem Sterling,ENG,M,1.7,69,08-12-94,Kingston
2013,a002,Liverpool,33,Jonjo Shelvey,ENG,M,1.83,70,27-02-92,Romford
2013,a002,Liverpool,34,Martin Kelly,ENG,D,1.91,77,27-04-90,Bolton
2013,a002,Liverpool,35,Conor Coady,ENG,D,1.85,75,25-02-93,Liverpool
2013,a002,Liverpool,36,Samed Yeşil,GER,F,1.78,72,25-05-94,Düsseldorf
2013,a002,Liverpool,37,Martin Škrteľ,SVK,D,1.91,81,15-12-84,Handlová
2013,a002,Liverpool,38,Jon Flanagan,ENG,D,1.81,79,21-01-93,Liverpool
2013,a002,Liverpool,42,Péter Gulácsi,HUN,G,1.9,83,06-05-90,Budapest
2013,a002,Liverpool,43,Ryan McLaughlin,NIR,D,1.74,69,03-09-94,Belfast
2013,a002,Liverpool,44,Jordon Ibe,ENG,F,1.75,70,08-12-95,Southwark
2013,a002,Liverpool,45,Stephen Sama,GER,D,1.88,83,05-03-93,Bamenda
2013,a002,Liverpool,47,Andre Wisdom,ENG,D,1.86,78,09-05-93,Leeds
2013,a002,Liverpool,48,Jerome Sinclair,ENG,F,1.73,79,20-09-96,Birmingham
2013,a002,Liverpool,49,Jack Robinson,ENG,D,1.8,67,01-09-93,Warrington
2013,a002,Liverpool,50,Adam Morgan,ENG,F,1.79,71,21-04-94,Liverpool
2013,a002,Liverpool,51,Krisztián Adorján,HUN,M,1.8,70,19-01-93,Budapest
2013,a002,Liverpool,52,Danny Ward,WAL,G,1.91,88,22-06-93,Wrexham
2013,a002,Liverpool,9,Andy Carroll,ENG,F,1.91,65,06-01-89,Gateshead
2013,a002,Liverpool,20,Jay Spearing,ENG,M,1.68,70,25-11-88,Wirral
2013,a002,Liverpool,26,Charlie Adam,SCO,M,1.85,83,10-12-85,Dundee
2013,a002,Liverpool,36,Nathan Eccleston,ENG,F,1.78,66,30-12-90,Manchester
2013,a002,Liverpool,10,Joe Cole,ENG,M,1.76,73,08-11-81,Paddington
2013,a002,Liverpool,4,Nuri Şahin,TUR,M,1.8,73,05-09-88,Lüdenscheid
2013,a002,Liverpool,22,Danny Wilson,SCO,D,1.87,79,27-12-91,Livingston
2013,a002,Liverpool,12,Daniel Pacheco,ESP,F,1.68,67,05-01-91,Málaga
2013,a002,Liverpool,32,Doni,BRA,G,1.94,90,22-10-79,Jundiaí
2013,a002,Manchester City,1,Joe Hart,ENG,G,1.91,80,19-04-87,Shrewsbury
2013,a002,Manchester City,2,Micah Richards,ENG,D,1.8,83,24-06-88,Birmingham
2013,a002,Manchester City,3,Maicon,BRA,D,1.84,77,26-07-81,Criciúma
2013,a002,Manchester City,4,Vincent Kompany,BEL,D,1.91,91,10-04-86,Ukkel
2013,a002,Manchester City,5,Pablo Zabaleta,ARG,D,1.74,74,16-01-85,Capital Federal
2013,a002,Manchester City,6,Joleon Lescott,ENG,D,1.88,83,16-08-82,Birmingham
2013,a002,Manchester City,7,James Milner,ENG,M,1.7,67,04-01-86,Wortley
2013,a002,Manchester City,8,Samir Nasri,FRA,M,1.77,75,26-06-87,Marseille
2013,a002,Manchester City,10,Edin Džeko,BIH,F,1.92,80,17-03-86,Doboj
2013,a002,Manchester City,11,Scott Sinclair,ENG,M,1.75,64,25-03-89,Bath
2013,a002,Manchester City,13,Aleksandar Kolarov,SRB,D,1.87,83,10-11-85,Belgrade
2013,a002,Manchester City,14,Javi García,ESP,M,1.86,78,08-02-87,Murcia
2013,a002,Manchester City,16,Sergio Agüero,ARG,F,1.72,74,02-06-88,Capital Federal
2013,a002,Manchester City,17,Jack Rodwell,ENG,M,1.88,70,11-03-91,Birkdale
2013,a002,Manchester City,18,Gareth Barry,ENG,M,1.83,79,23-02-81,Hastings
2013,a002,Manchester City,21,David Silva,ESP,M,1.7,67,08-01-86,Arguineguín
2013,a002,Manchester City,22,Gaël Clichy,FRA,D,1.81,72,26-07-85,Toulouse
2013,a002,Manchester City,28,Kolo Touré,CIV,D,1.83,76,19-03-81,Sokoura Bouaké
2013,a002,Manchester City,29,Richard Wright,ENG,G,1.87,82,05-11-77,Ipswich
2013,a002,Manchester City,30,Costel Pantilimon,ROU,G,1.97,96,01-02-87,Bacău
2013,a002,Manchester City,32,Carlos Tévez,ARG,F,1.71,75,05-02-84,Ciudadela
2013,a002,Manchester City,33,Matija Nastasić,SRB,D,1.87,79,28-03-93,Belgrade
2013,a002,Manchester City,36,Denis Suárez,ESP,M,1.81,72,06-01-94,Tui
2013,a002,Manchester City,38,Dedryck Boyata,BEL,D,1.88,84,08-09-90,Uccle
2013,a002,Manchester City,42,Yaya Touré,CIV,M,1.91,90,13-05-83,Sokoura Bouaké
2013,a002,Manchester City,44,Karim Rekik,NED,D,1.83,76,02-12-94,Den Haag
2013,a002,Manchester City,47,Harry Bunn,ENG,F,1.75,75,21-11-92,Oldham
2013,a002,Manchester City,52,Emyr Huws,WAL,M,1.85,78,30-09-93,Llanelli
2013,a002,Manchester City,53,Alex Henshall,ENG,F,1.77,71,15-02-94,Swindon
2013,a002,Manchester City,54,Kieran Kennedy,ENG,D,1.83,70,23-09-93,Urmston
2013,a002,Manchester City,55,Albert Rusnák,SVK,M,1.75,61,07-07-94,Košice
2013,a002,Manchester City,56,Courtney Meppen-Walter,ENG,D,1.84,77,02-08-94,Bury
2013,a002,Manchester City,60,John Guidetti,SWE,F,1.81,79,15-04-92,Stockholm
2013,a002,Manchester City,62,Abdul Razak,CIV,M,1.8,76,11-11-92,Bouaké
2013,a002,Manchester City,63,Eirik Johansen,NOR,G,1.93,89,12-07-92,Tønsberg
2013,a002,Manchester City,64,Marcos Lopes,POR,M,1.74,68,28-12-95,Belém
2013,a002,Manchester City,74,George Evans,ENG,M,1.84,76,13-12-94,Cheadle
2013,a002,Manchester City,9,Emmanuel Adebayor,TOG,F,1.91,75,26-02-84,Lomé
2013,a002,Manchester City,11,Adam Johnson,ENG,M,1.75,62,14-07-87,Sunderland
