Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place
2012,a003,Athletic Bilbao,28,Ibai Gómez,ESP,F,1.79,73,11-11-89,Bilbao
2012,a003,Athletic Bilbao,29,Enric Saborit,ESP,M,1.86,72,27-04-92,Barcelona
2012,a003,Athletic Bilbao,30,Aitor Fernández,ESP,G,1.82,70,3-5-91,Arrasate
2012,a003,Athletic Bilbao,31,Jonás Ramalho,ESP,D,1.8,64,10-06-93,Barakaldo
2012,a003,Athletic Bilbao,32,Iñigo Ruiz de Galarreta,ESP,M,1.74,66,06-08-93,San Sebastián
2012,a003,Athletic Bilbao,33,Kepa Arrizabalaga,ESP,G,1.86,81,03-10-94,Ondarroa
2012,a003,Athletic Bilbao,34,Aitor Seguín,ESP,M,1.79,67,27-04-95,Eibar
2012,a003,Athletic Bilbao,35,Álvaro Peña,ESP,M,1.78,70,24-10-91,Bilbao
2012,a003,Athletic Bilbao,16,Pablo Orbaiz,ESP,M,1.79,75,06-02-79,Iruñea
2012,a003,Atlético Madrid,2,Diego Godín,URU,D,1.85,73,16-02-86,Rosario
2012,a003,Atlético Madrid,3,Antonio López,ESP,D,1.73,65,13-09-81,Benidorm
2012,a003,Atlético Madrid,4,Mario Suárez,ESP,M,1.85,77,24-02-87,Madrid
2012,a003,Atlético Madrid,5,Tiago,POR,M,1.83,75,02-05-81,Viana do Castelo
2012,a003,Atlético Madrid,6,Filipe Luis,BRA,D,1.82,70,09-08-85,Jaraguá do Sul
2012,a003,Atlético Madrid,7,Adrián López,ESP,F,1.8,71,08-01-88,San Martín de Teverga
2012,a003,Atlético Madrid,8,Eduardo Salvio,ARG,F,1.73,76,13-05-90,Avellaneda
2012,a003,Atlético Madrid,9,Radamel Falcao García,COL,F,1.77,72,10-02-86,Santa Marta
2012,a003,Atlético Madrid,11,Arda Turan,TUR,M,1.76,72,30-01-87,Fatih
2012,a003,Atlético Madrid,12,Paulo Assunção,BRA,M,1.75,67,25-01-80,Varzea Grande
2012,a003,Atlético Madrid,13,Thibaut Courtois,BEL,G,1.99,88,11-05-92,Bree
2012,a003,Atlético Madrid,14,Gabi,ESP,M,1.79,68,10-07-83,Madrid
2012,a003,Atlético Madrid,15,Pizzi,POR,F,1.77,69,6-10-89,Bragança
2012,a003,Atlético Madrid,16,Fran Mérida,ESP,M,1.75,70,04-03-90,Barcelona
2012,a003,Atlético Madrid,17,Sílvio,POR,D,1.78,72,28-09-87,Lisbon
2012,a003,Atlético Madrid,18,Álvaro Domínguez,ESP,D,1.89,83,16-05-89,Madrid
2012,a003,Atlético Madrid,19,Koke,ESP,M,1.78,73,08-01-92,Madrid
2012,a003,Atlético Madrid,20,Juanfran,ESP,D,1.8,72,09-01-85,Crevillent
2012,a003,Atlético Madrid,21,Luis Amaranto Perea,COL,D,1.8,76,30-01-79,Turbo Antioquia
2012,a003,Atlético Madrid,22,Diego,BRA,M,1.74,76,28-02-85,Ribeirão Preto
2012,a003,Atlético Madrid,23,Miranda,BRA,D,1.85,78,07-09-84,Paranavaí
2012,a003,Atlético Madrid,25,Sergio Asenjo,ESP,G,1.82,85,28-06-89,Palencia
2012,a003,Atlético Madrid,26,Abdelkader Oueslati,TUN,M,1.84,71,07-10-91,Ollioules
2012,a003,Atlético Madrid,28,Javi Manquillo,ESP,D,1.72,62,05-05-94,Madrid
2012,a003,Atlético Madrid,29,Francisco Regalón,ESP,D,1.82,74,19-02-87,Córdoba
2012,a003,Atlético Madrid,30,Miguel Ángel Luque,ESP,M,1.8,63,23-07-90,Sabadell
2012,a003,Atlético Madrid,31,Momar N'Doye,SEN,F,1.78,68,10-03-92,Pikine
2012,a003,Atlético Madrid,33,Carlos Mendoza,ESP,D,,,30-01-92,
2012,a003,Atlético Madrid,34,Domènech Fernández,ESP,F,,,22-01-92,Madrid
2012,a003,Atlético Madrid,35,Papa Ibrahima Diatta,SEN,M,,,27-05-92,
2012,a003,Atlético Madrid,36,Ángel Propin,ESP,D,1.86,76,10-02-90,Madrid
2012,a003,Atlético Madrid,37,Graci,ESP,D,,,07-05-92,
2012,a003,Atlético Madrid,38,Luis Ruiz,ESP,D,1.81,73,30-06-92,Huelva
2012,a003,Atlético Madrid,39,Pedro Astray,ESP,M,1.82,70,18-03-92,Madrid
2012,a003,Atlético Madrid,40,Miguel Linares,ESP,D,,,05-01-91,
2012,a003,Atlético Madrid,41,Pedro Martín,ESP,F,1.91,76,16-01-92,Málaga
2012,a003,Atlético Madrid,42,Sergio Cidoncha,ESP,M,1.8,71,27-08-90,El Escorial
2012,a003,Atlético Madrid,43,Adrián Formigo,ESP,D,,,12-05-93,
2012,a003,Atlético Madrid,44,Sergio Marcos,ESP,M,1.77,73,03-02-92,Sacedón
2012,a003,Atlético Madrid,45,Andrés,ESP,D,1.79,73,01-07-90,Noreña
2012,a003,Atlético Madrid,46,Juanjo Muko,EQG,F,,,14-01-93,Malabo
2012,a003,Atlético Madrid,47,David Gil,ESP,G,1.83,73,11-01-94,Getafe
2012,a003,Atlético Madrid,48,Saúl Ñiguez,ESP,M,1.82,73,21-11-94,Elche
2012,a003,Atlético Madrid,49,Óliver Torres,ESP,M,1.78,70,10-11-94,Navalmoral de la Mata
2012,a003,Atlético Madrid,10,José Antonio Reyes,ESP,M,1.76,76,01-09-83,Utrera
2012,a003,Atlético Madrid,24,Jorge Pulido,ESP,D,1.81,72,08-04-91,Talavera de la Reina
2012,a003,Atlético Madrid,27,Adrián Llano,ESP,M,,,23-04-91,
2012,a003,Atlético Madrid,1,Joel Robles,ESP,G,1.95,85,17-06-90,Leganés
2012,a003,Barcelona,1,Víctor Valdés,ESP,G,1.83,78,14-01-82,L'Hospitalet de Llobregat
2012,a003,Barcelona,2,Daniel Alves,BRA,D,1.73,64,06-05-83,Juazeiro
2012,a003,Barcelona,3,Gerard Piqué,ESP,D,1.92,85,02-02-87,Barcelona
2012,a003,Barcelona,4,Cesc Fàbregas,ESP,M,1.77,69,04-05-87,Arenys de Mar
2012,a003,Barcelona,5,Carles Puyol,ESP,D,1.78,80,13-04-78,La Pobla de Segur
2012,a003,Barcelona,6,Xavi,ESP,M,1.7,68,25-01-80,Terrassa
2012,a003,Barcelona,7,David Villa,ESP,F,1.75,69,03-12-81,Langreo
2012,a003,Barcelona,8,Andrés Iniesta,ESP,M,1.7,65,11-05-84,Fuentealbilla
2012,a003,Barcelona,9,Alexis Sánchez,CHI,F,1.68,62,19-12-88,Tocopilla
2012,a003,Barcelona,10,Lionel Messi,ARG,M,1.69,67,24-06-87,Santa Fe
2012,a003,Barcelona,11,Thiago Alcántara,ESP,M,1.65,60,11-04-91,Bari
2012,a003,Barcelona,13,José Manuel Pinto,ESP,G,1.85,82,15-11-75,Puerto de Santa Maria
2012,a003,Barcelona,14,Javier Mascherano,ARG,M,1.78,77,08-06-84,Rosario
2012,a003,Barcelona,15,Seydou Keita,MLI,M,1.83,77,16-01-80,Bamako
2012,a003,Barcelona,16,Sergio Busquets,ESP,M,1.89,73,16-07-88,Sabadell
2012,a003,Barcelona,17,Pedro,ESP,F,1.69,64,28-07-87,Santa Cruz de Tenerife
2012,a003,Barcelona,20,Ibrahim Afellay,NED,M,1.81,68,02-04-86,Utrecht
2012,a003,Barcelona,21,Adriano,BRA,M,1.72,67,26-10-84,Curitiba
2012,a003,Barcelona,22,Eric Abidal,FRA,D,1.86,75,11-07-79,Lyon
2012,a003,Barcelona,23,Isaac Cuenca,ESP,F,1.81,74,27-04-91,Reus
2012,a003,Barcelona,24,Andreu Fontàs,ESP,M,1.81,72,14-11-89,Banyoles
2012,a003,Barcelona,26,Marc Muniesa,ESP,D,1.8,77,27-03-92,Lloret de Mar
2012,a003,Barcelona,27,Gerard Deulofeu,ESP,F,1.79,60,13-03-94,Barcelona
2012,a003,Barcelona,28,Jonathan dos Santos,MEX,M,1.8,74,26-04-90,Monterrey
2012,a003,Barcelona,29,Martí Riverola,ESP,M,1.81,74,26-01-91,Barcelona
2012,a003,Barcelona,30,Sergi Roberto,ESP,M,1.73,70,07-02-92,Reus
2012,a003,Barcelona,31,Rubén Miño,ESP,G,1.9,87,18-01-89,Cornellà de Llobregat
2012,a003,Barcelona,32,Marc Bartra,ESP,D,1.84,75,15-01-91,San Jaime dels Domenys
2012,a003,Barcelona,33,Sergi Gómez,ESP,D,1.81,76,28-07-92,Arenys de Mar
2012,a003,Barcelona,34,Rafinha,BRA,M,1.77,75,12-02-93,Bari
2012,a003,Barcelona,35,Martín Montoya,ESP,D,1.74,74,14-04-91,Gavà
2012,a003,Barcelona,36,Oier Olazábal,ESP,G,1.89,82,14-09-89,Irún
2012,a003,Barcelona,37,Cristian Tello,ESP,F,1.78,66,19-08-91,Sabadell
2012,a003,Barcelona,38,Kiko Femenia,ESP,D,1.74,61,02-02-91,Sanet y Negrals
2012,a003,Barcelona,19,Maxwell,BRA,D,1.75,73,27-08-81,Vila Velha
2012,a003,Barcelona,39,Isaac Cuenca,ESP,F,1.81,74,27-04-91,Reus
2012,a003,Betis,1,Iñaki Goitia,ESP,G,1.88,79,02-03-82,Cruces
2012,a003,Betis,2,José Isidoro,ESP,D,1.8,70,01-08-86,Pedrera
2012,a003,Betis,3,Pedro Mario,ESP,D,1.78,75,02-02-82,Tenerife
2012,a003,Betis,4,Antonio Amaya,ESP,D,1.92,86,31-05-83,Madrid
2012,a003,Betis,5,José Antonio Dorado,ESP,D,1.8,69,10-07-82,Córdoba
2012,a003,Betis,7,Juanma,ESP,M,1.76,72,29-05-81,Don Benito
2012,a003,Betis,8,Javier Matilla,ESP,M,1.76,72,01-01-88,Ciudad Real
2012,a003,Betis,9,Jonathan Pereira,ESP,F,1.66,61,12-05-87,Vigo
2012,a003,Betis,10,Beñat,ESP,M,1.75,72,19-02-87,Igorre
2012,a003,Betis,12,Paulão,BRA,D,1.88,82,06-05-82,Lagoa Grande
2012,a003,Betis,13,Casto,ESP,G,1.8,82,18-06-82,Badajoz
2012,a003,Betis,14,Salva Sevilla,ESP,M,1.78,70,18-03-84,Almería
2012,a003,Betis,15,Ustaritz,ESP,D,1.83,75,16-02-83,Abadiño
2012,a003,Betis,16,Roque Santa Cruz,PAR,F,1.87,80,16-08-81,Asunción
2012,a003,Betis,17,Chica,ESP,D,1.76,78,17-05-85,Barcelona
2012,a003,Betis,18,Iriney,BRA,M,1.79,70,23-04-81,Humaitá
2012,a003,Betis,19,Jorge Molina,ESP,F,1.88,87,22-04-82,Alcoy
2012,a003,Betis,20,Jefferson Montero,ECU,F,1.7,70,01-09-89,Babahoyo
2012,a003,Betis,21,José Alberto Cañas,ESP,M,1.77,64,27-05-87,Jerez de la Frontera
2012,a003,Betis,22,Nélson,POR,D,1.72,65,10-06-83,Praia
2012,a003,Betis,23,Nacho,ESP,M,1.77,70,24-06-80,Huelva
2012,a003,Betis,24,Rubén Castro,ESP,F,1.74,72,27-06-81,Las Palmas
2012,a003,Betis,25,Fabricio,ESP,G,1.85,77,31-12-87,Las Palmas
2012,a003,Betis,26,Miki Roqué,ESP,D,1.86,74,08-07-88,Tremp
2012,a003,Betis,27,Álvaro Vadillo,ESP,M,1.8,69,12-09-94,Puerto Real
2012,a003,Betis,28,Manu Herrera,ESP,D,1.82,72,25-04-90,Marchena
2012,a003,Betis,29,Nono,ESP,M,1.78,72,30-03-93,Puerto de Santa María
2012,a003,Betis,30,Adrián,ESP,G,1.88,77,03-01-87,Seville
2012,a003,Betis,32,Manuel Palancar,ESP,D,1.76,66,01-01-90,Seville
2012,a003,Betis,33,Damián Petcoff,ARG,M,1.74,69,24-05-90,Capital Federal
2012,a003,Betis,34,Carlos García,ESP,M,1.65,56,17-09-93,Seville
2012,a003,Betis,35,Alejandro Pozuelo,ESP,F,1.7,63,20-09-91,Seville
2012,a003,Betis,36,Álex Martínez,ESP,M,1.76,64,12-08-90,Seville
2012,a003,Betis,39,Sergio,ESP,F,1.69,65,07-09-92,Seville
2012,a003,Betis,6,Duško Tošić,SRB,D,1.81,78,19-01-85,Zrenjanin
2012,a003,Betis,28,Ezequiel,ESP,M,1.68,60,12-01-91,Melilla
2012,a003,Betis,29,Juanito,ESP,D,1.83,75,12-05-88,Torredonjimeno
2012,a003,Betis,11,Momo,ESP,M,1.82,74,15-07-82,Las Palmas
2012,a003,Espanyol,2,Felipe Mattioni,BRA,D,1.77,72,15-10-88,Natural de Ijuí
2012,a003,Espanyol,3,Raúl Rodríguez,ESP,D,1.83,70,22-09-87,Vilassar de Mar
2012,a003,Espanyol,4,Javi Márquez,ESP,M,1.74,71,11-05-86,Barcelona
2012,a003,Espanyol,5,Jordi Amat,ESP,D,1.84,80,21-03-92,Barcelona
2012,a003,Espanyol,6,Rui Fonte,POR,F,1.81,73,23-03-90,Lisbon
2012,a003,Espanyol,7,Raúl Baena,ESP,M,1.79,73,02-03-89,Torrox
2012,a003,Espanyol,8,Álvaro Vázquez,ESP,F,1.82,75,27-04-91,Barcelona
2012,a003,Espanyol,9,Sergio García,ESP,F,1.75,72,09-06-83,Barcelona
2012,a003,Espanyol,10,Joan Verdú,ESP,M,1.76,72,05-05-83,Barcelona
2012,a003,Espanyol,11,N'Dri Romaric,CIV,M,1.87,88,4-6-83,Abidjan
2012,a003,Espanyol,12,Kalu Uche,NGA,F,1.79,71,15-11-82,Aba
2012,a003,Espanyol,13,Francisco Casilla,ESP,G,1.92,83,02-10-86,Alcocer
2012,a003,Espanyol,14,Ernesto Galán,ESP,M,1.81,79,17-06-86,Madrid
2012,a003,Espanyol,15,Héctor Moreno,MEX,D,1.82,80,17-01-88,Culiacán
2012,a003,Espanyol,16,Javi López,ESP,M,1.79,76,21-01-86,Osuna
2012,a003,Espanyol,17,Vladimir Weiss,SVK,M,1.75,68,30-11-89,Bratislava
2012,a003,Espanyol,18,Juan Forlín,ARG,D,1.8,72,10-01-88,Reconquista
2012,a003,Espanyol,19,Víctor Sánchez,ESP,D,1.74,73,08-09-87,Terrassa
2012,a003,Espanyol,20,Walter Pandiani,URU,F,1.84,75,27-04-76,Montevideo
2012,a003,Espanyol,22,Dídac,ESP,D,1.86,81,09-06-89,Mataró
2012,a003,Espanyol,23,Philippe Coutinho,BRA,M,1.71,68,12-06-92,Rio de Janeiro
2012,a003,Espanyol,24,Juan Albín,URU,M,1.79,77,17-07-86,Salto
2012,a003,Espanyol,25,Cristian Álvarez,ARG,G,1.86,88,13-11-85,General Lagos
2012,a003,Espanyol,26,Dinu Moldovan,ROU,G,1.88,72,03-05-90,Alba Iulia
2012,a003,Espanyol,28,Carlos Clerc,ESP,M,1.8,72,21-02-92,Barcelona
2012,a003,Espanyol,31,Pau Senent,ESP,M,1.83,,03-05-92,Alicante
2012,a003,Espanyol,33,Sergi Darder,ESP,M,1.8,67,22-12-93,Artà
2012,a003,Espanyol,34,Víctor Álvarez,ESP,D,1.78,69,14-03-93,Barcelona
2012,a003,Espanyol,38,Albert Canal,ESP,D,1.81,76,09-12-90,Barcelona
2012,a003,Espanyol,39,Thievy Bifouma,FRA,F,1.8,74,13-05-92,Saint-Denis
2012,a003,Espanyol,40,Zouhair Feddal,MAR,D,1.91,78,01-01-89,Tétouan
2012,a003,Espanyol,41,Christian,ESP,M,1.83,77,02-05-89,Barcelona
2012,a003,Espanyol,42,Cristian Gómez,ESP,M,1.81,75,27-07-89,L'Hospitalet de Llobregat
2012,a003,Espanyol,44,Bacari,ESP,F,1.78,77,14-03-88,Mataró
2012,a003,Espanyol,45,Paul Quaye,GHA,M,,,16-09-95,
2012,a003,Espanyol,46,Carlos Albarrán,ESP,D,,,15-01-94,Badalona
2012,a003,Espanyol,50,Edgar Badía,ESP,G,1.81,76,12-02-92,Barcelona
2012,a003,Espanyol,10,Luis García,ESP,F,1.8,68,06-02-81,Oviedo
2012,a003,Espanyol,1,Idriss Carlos Kameni,CMR,G,1.86,86,18-02-84,Douala
2012,a003,Espanyol,23,Jesús Dátolo,ARG,M,1.77,67,19-05-84,Cañuelas
2012,a003,Espanyol,37,Eric López,ESP,M,1.78,76,01-04-93,Barcelona
2012,a003,Espanyol,43,Pirulo,ESP,M,1.77,70,17-04-92,Los Barrios
2012,a003,Getafe,1,Óscar Ustari,ARG,G,1.84,82,03-07-86,América
2012,a003,Getafe,2,Daniel Díaz,ARG,D,1.82,74,13-03-79,San Fernando del Valle
2012,a003,Getafe,3,Mané,ESP,D,1.75,72,22-12-81,Algeciras
2012,a003,Getafe,4,Miguel Torres,ESP,D,1.84,78,28-01-86,Madrid
2012,a003,Getafe,5,Alexis,ESP,D,1.83,75,04-08-85,Málaga
2012,a003,Getafe,6,Mehdi Lacen,ALG,M,1.76,74,15-03-84,Versailles
2012,a003,Getafe,7,Miku,VEN,M,1.85,80,19-08-85,Caracas
2012,a003,Getafe,8,Pablo Sarabia,ESP,M,1.77,72,11-05-92,Madrid
2012,a003,Getafe,10,Jaime Gavilán,ESP,M,1.78,71,12-05-85,Valencia
2012,a003,Getafe,12,Pedro León,ESP,M,1.82,70,24-11-86,Mula
2012,a003,Getafe,13,Jordi Codina,ESP,G,1.84,79,27-04-82,Barcelona
2012,a003,Getafe,14,Javier Arizmendi,ESP,F,1.89,76,03-03-84,Madrid
2012,a003,Getafe,15,Rafa,ESP,D,1.83,72,09-04-85,Peñafiel
2012,a003,Getafe,16,Pedro Ríos,ESP,M,1.77,72,12-12-81,Jerez de la Frontera
2012,a003,Getafe,17,Diego Castro,ESP,F,1.74,71,02-07-82,Pontevedra
2012,a003,Getafe,18,Tsepo Masilela,RSA,D,1.75,70,05-05-85,Witbank
2012,a003,Getafe,19,Dani Güiza,ESP,F,1.8,80,17-08-80,Jerez de la Frontera
2012,a003,Getafe,20,Juan Valera,ESP,D,1.84,70,21-12-84,La Copa de Bullas
2012,a003,Getafe,21,Míchel,ESP,M,1.83,72,09-11-85,Pola de Lena
2012,a003,Getafe,22,Javi Casquero,ESP,M,1.8,73,19-08-76,Toledo
2012,a003,Getafe,23,Juan Rodríguez,ESP,M,1.85,80,01-04-82,Málaga
2012,a003,Getafe,24,Rubén Pérez,ESP,M,1.78,72,26-04-89,Seville
2012,a003,Getafe,25,Miguel Ángel Moyá,ESP,G,1.85,75,02-04-84,Binissalem
2012,a003,Getafe,28,Abdelaziz Barrada,MAR,M,1.79,73,19-06-89,Provins
2012,a003,Getafe,29,Álvaro Arroyo,ESP,D,1.8,71,22-07-88,Madrid
2012,a003,Getafe,30,Álex Pérez,ESP,D,1.89,80,11-08-91,Madrid
2012,a003,Getafe,32,Hugo Fraile,ESP,F,1.7,62,16-03-87,Huelva
2012,a003,Getafe,33,Samuel,ESP,M,1.74,68,22-01-91,Madrid
2012,a003,Getafe,35,Tomeu Nadal,ESP,G,1.9,77,8-2-89,Manacor
2012,a003,Getafe,27,Alberto Escassi,ESP,M,1.83,70,28-02-89,Málaga
2012,a003,Getafe,11,Pedro Mosquera,ESP,M,1.83,77,21-04-88,La Coruña
2012,a003,Getafe,14,Michelangelo Albertazzi,ITA,D,1.85,73,07-01-91,Bologna
2012,a003,Getafe,9,Adrián Colunga,ESP,F,1.72,70,17-11-84,Oviedo
2012,a003,Getafe,5,Alberto Lopo,ESP,D,1.86,81,05-05-80,Barcelona
2012,a003,Granada,1,José Juan,ESP,G,1.83,82,24-01-79,Vigo
2012,a003,Granada,2,Allan-Roméo Nyom,CMR,D,1.88,80,10-05-88,Neuilly-sur-Seine
2012,a003,Granada,3,Noé Pamarot,FRA,D,1.8,86,14-04-79,Fontenay-sous-Bois
2012,a003,Granada,4,Fran Rico,ESP,M,1.78,71,03-08-87,Portonovo
2012,a003,Granada,5,Diego Mainz,ESP,D,1.87,80,29-12-82,Madrid
2012,a003,Granada,6,Guilherme Siqueira,BRA,M,1.84,76,28-04-86,Florianapolis
2012,a003,Granada,7,Odion Ighalo,NGA,F,1.88,70,16-06-89,Lagos
2012,a003,Granada,8,Íñigo López,ESP,D,1.85,72,23-07-82,Logroño
2012,a003,Granada,9,Borja Gómez,ESP,D,1.83,81,14-05-88,Madrid
2012,a003,Granada,10,Jaime,ESP,M,1.76,74,31-07-90,Albacete
2012,a003,Granada,11,Dani Benítez,ESP,M,1.81,68,07-04-87,Palma de Mallorca
2012,a003,Granada,12,Franco Jara,ARG,F,1.82,77,15-07-88,Villa María
2012,a003,Granada,13,Roberto,ESP,G,1.81,76,25-01-79,Chantada
2012,a003,Granada,14,Mikel Rico,ESP,M,1.78,75,01-11-84,Cruces
2012,a003,Granada,15,Pape Diakhaté,SEN,D,1.85,79,21-06-84,Dakar
2012,a003,Granada,16,Henrique,BRA,F,1.77,74,27-05-91,Brasília
2012,a003,Granada,17,Carlos Martins,POR,M,1.72,72,29-04-82,Lisbon
2012,a003,Granada,18,Manuel Lucena,ESP,D,1.86,84,18-11-82,Granada
2012,a003,Granada,19,Hassan Yebda,ALG,M,1.87,77,14-05-84,Saint-Maurice
2012,a003,Granada,20,Ikechukwu Uche,NGA,F,1.71,74,05-01-84,Aba
2012,a003,Granada,21,David Cortés,ESP,D,1.81,74,29-08-79,Badajoz
2012,a003,Granada,22,Alexandre Geijo,SUI,F,1.84,80,05-09-82,Geneva
2012,a003,Granada,23,Abel,ESP,M,1.83,73,20-02-82,Málaga
2012,a003,Granada,24,Moisés Hurtado,ESP,M,1.85,85,20-02-81,Sabadell
2012,a003,Granada,25,Júlio César,BRA,G,1.9,85,02-09-86,Guaramirim
2012,a003,Granada,27,Hugo,ESP,G,1.87,90,09-07-89,Churriana de la Vega
2012,a003,Granada,28,Cristian Baena,ESP,D,1.78,68,14-04-91,Granada
2012,a003,Granada,29,Álex Carmona,ESP,D,1.72,67,19-09-89,
2012,a003,Granada,31,Samuel,ESP,D,1.82,75,18-07-90,Granada
2012,a003,Granada,32,Migue,ESP,M,1.7,64,17-04-91,Granada
2012,a003,Granada,9,Yohan Mollo,FRA,M,1.75,74,18-07-89,Martigues
2012,a003,Granada,26,Richard Boateng,GHA,M,1.78,66,10-07-92,Accra
2012,a003,Granada,16,Jorge Ribeiro,POR,D,1.72,67,09-11-81,Lisbon
2012,a003,Levante,1,Gustavo Munúa,URU,G,1.88,87,27-01-78,Montevideo
2012,a003,Levante,2,Arouna Koné,CIV,F,1.81,81,11-11-83,Anyama
2012,a003,Levante,3,David Navarro,ESP,D,1.88,82,25-05-80,Valencia
2012,a003,Levante,4,Francisco Javier Farinós,ESP,M,1.72,68,29-03-78,Valencia
2012,a003,Levante,6,Miguel Pallardó,ESP,M,1.73,73,05-06-86,Valencia
2012,a003,Levante,7,José Javier Barkero,ESP,M,1.8,70,27-04-79,Aretxabaleta
2012,a003,Levante,8,Óscar Serrano,ESP,M,1.75,73,30-09-81,Blanes
2012,a003,Levante,10,Vicente Iborra,ESP,F,1.9,76,16-01-88,Moncada
2012,a003,Levante,11,Botelho,BRA,M,1.88,72,14-12-89,Salvador
2012,a003,Levante,12,Juanfran,ESP,D,1.82,73,15-07-76,Valencia
2012,a003,Levante,13,Keylor Navas,CRC,G,1.86,78,15-12-86,Pérez Zeledón
2012,a003,Levante,14,Xavi Torres,ESP,M,1.82,76,21-11-86,Jávea
2012,a003,Levante,15,Asier Del Horno,ESP,D,1.83,72,19-01-81,Barakaldo
2012,a003,Levante,17,Javi Venta,ESP,D,1.8,74,13-12-75,Oviedo
2012,a003,Levante,18,Sergio Ballesteros,ESP,D,1.88,93,04-09-75,Valencia
2012,a003,Levante,19,Pedro López,ESP,D,1.74,72,01-01-83,Valencia
2012,a003,Levante,20,Juanlu,ESP,F,1.72,70,08-05-80,Málaga
2012,a003,Levante,21,Rubén,ESP,M,1.67,67,19-02-79,Gijón
2012,a003,Levante,22,Gustavo Cabral,ARG,D,1.82,81,14-10-85,Isidro Casanova
2012,a003,Levante,23,Valdo,CPV,M,1.83,78,23-04-81,Villablino
2012,a003,Levante,24,Abdelkader Ghezzal,ALG,F,1.83,78,05-12-84,Decines Charpieu
2012,a003,Levante,25,Nabil El Zhar,MAR,M,1.75,72,27-08-86,Alès
2012,a003,Levante,26,Sergio Garabato,ESP,G,1.87,98,16-05-89,Valencia
2012,a003,Levante,28,Iván López,ESP,D,1.75,69,23-08-93,Valencia
2012,a003,Levante,30,José Marco Higón,ESP,M,1.73,65,22-05-91,Valencia
2012,a003,Levante,34,Roger,ESP,F,1.79,74,03-01-91,Torrent
2012,a003,Levante,37,Mario,ESP,G,1.89,74,12-09-89,Picanya
2012,a003,Levante,41,Pablo Coronado,ESP,G,1.86,79,21-07-92,Valencia
2012,a003,Levante,11,Wellington Silva,BRA,F,1.7,64,06-01-93,Rio de Janeiro
2012,a003,Levante,24,Carlos Aranda,ESP,F,1.86,82,27-07-80,Málaga
2012,a003,Levante,5,Héctor Rodas,ESP,D,1.9,80,07-03-88,Valencia
2012,a003,Levante,3,Nano,ESP,D,1.86,79,07-07-80,Ciudad Real
2012,a003,Levante,16,Marc Mateu,ESP,M,1.8,71,16-06-90,Valencia
2012,a003,Levante,9,Rafa Jordá,ESP,F,1.92,80,11-01-84,Santa Perpetua
2012,a003,Málaga,1,Rubén,ESP,G,1.87,82,22-06-84,La Coruña
2012,a003,Málaga,2,Jesús Gámez,ESP,D,1.82,70,10-04-85,Fuengirola
