Season,League,Club,Number,Name,Nat,Pos,Height,Weight,Date of Birth,Birth Place
2012,a001,Bayer Leverkusen,8,Lars Bender,GER,M,1.84,77,27-04-89,Rosenheim
2012,a001,Bayer Leverkusen,9,Andre Schürrle,GER,F,1.75,63,06-11-90,Ludwigshafen
2012,a001,Bayer Leverkusen,10,Renato Augusto,BRA,M,1.85,81,08-02-88,Rio de Janeiro
2012,a001,Bayer Leverkusen,11,Stephan Kießling,GER,F,1.9,80,25-01-84,Lichtenfels
2012,a001,Bayer Leverkusen,13,Michael Ballack,GER,M,1.88,85,26-09-76,Chemnitz
2012,a001,Bayer Leverkusen,14,Vedran Ćorluka,CRO,D,1.93,84,05-02-86,Derventa
2012,a001,Bayer Leverkusen,15,Tobias Haitz,GER,D,1.87,79,12-02-92,Aachen
2012,a001,Bayer Leverkusen,16,Julius Biada,GER,M,1.78,70,03-11-92,Cologne
2012,a001,Bayer Leverkusen,17,Michael Ortega,COL,M,1.7,70,06-04-91,Palmar de Varela
2012,a001,Bayer Leverkusen,18,Sidney Sam,GER,M,1.74,66,31-01-88,Kiel
2012,a001,Bayer Leverkusen,19,Eren Derdiyok,SUI,F,1.9,83,12-06-88,Basel
2012,a001,Bayer Leverkusen,20,Danny da Costa,GER,D,1.75,70,13-07-93,Neuss
2012,a001,Bayer Leverkusen,21,Ömer Toprak,TUR,D,1.86,81,21-07-89,Ravensburg
2012,a001,Bayer Leverkusen,22,David Yelldell,USA,G,1.94,85,01-10-81,Stuttgart
2012,a001,Bayer Leverkusen,23,Bernd Leno,GER,G,1.89,78,04-03-92,Bietigheim-Bissingen
2012,a001,Bayer Leverkusen,24,Michal Kadlec,CZE,D,1.83,75,13-12-84,Vyškov
2012,a001,Bayer Leverkusen,25,Patrick Nettekoven,GER,G,1.85,77,21-07-87,Bonn
2012,a001,Bayer Leverkusen,26,Niko Opper,GER,M,1.8,77,04-02-92,
2012,a001,Bayer Leverkusen,27,Gonzalo Castro,GER,D,1.7,74,11-06-87,Wuppertal
2012,a001,Bayer Leverkusen,28,Erik Zenga,GER,M,1.81,76,18-01-93,Kostroma
2012,a001,Bayer Leverkusen,29,Rico Weiler,GER,D,1.84,79,11-04-90,Düsseldorf
2012,a001,Bayer Leverkusen,30,Gerrit Nauber,GER,D,1.85,74,13-04-92,
2012,a001,Bayer Leverkusen,31,Dominik Kohr,GER,M,1.83,75,31-01-94,Trier
2012,a001,Bayer Leverkusen,32,Julian Riedel,GER,M,1.83,73,10-08-91,Leverkusen
2012,a001,Bayer Leverkusen,33,Fabrice Vollborn,GER,G,1.83,79,04-07-92,
2012,a001,Bayer Leverkusen,34,Patrick Koronkiewicz,GER,D,1.85,66,13-03-91,
2012,a001,Bayer Leverkusen,35,Oliver Lanwer,GER,M,1.82,76,09-03-91,
2012,a001,Bayer Leverkusen,36,Fabian Giefer,GER,G,1.96,86,17-05-90,Adenau
2012,a001,Bayer Leverkusen,37,Niklas Lomb,GER,G,1.88,84,28-07-93,Cologne
2012,a001,Bayer Leverkusen,38,Karim Bellarabi,GER,F,1.83,72,08-04-90,Berlin
2012,a001,Bayer Leverkusen,39,Sven Kreyer,GER,F,1.8,83,14-05-91,Düsseldorf
2012,a001,Bayer Leverkusen,40,Sascha Eichmeier,GER,D,1.76,67,02-01-90,
2012,a001,Bayer Leverkusen,41,Samed Yeşil,GER,F,1.78,72,25-05-94,Düsseldorf
2012,a001,Bayer Leverkusen,42,Kolja Pusch,GER,M,1.76,65,12-02-93,Wuppertal
2012,a001,Bayer Leverkusen,31,Nicolai Jřrgensen,DEN,F,1.9,83,15-01-91,Fredericia
2012,a001,Bayer Leverkusen,14,Hanno Balitsch,GER,M,1.81,73,02-01-81,Darmstadt
2012,a001,Bayern Munich,1,Manuel Neuer,GER,G,1.92,90,27-03-86,Gelsenkirchen
2012,a001,Bayern Munich,2,Breno,BRA,D,1.87,83,13-10-89,Cruzeiro
2012,a001,Bayern Munich,5,Daniel van Buyten,BEL,D,1.96,96,07-02-78,Chimay
2012,a001,Bayern Munich,7,Franck Ribéry,FRA,M,1.7,73,01-04-83,Boulogne-sur-Mer
2012,a001,Bayern Munich,9,Nils Petersen,GER,F,1.86,80,06-12-88,Wernigerode
2012,a001,Bayern Munich,10,Arjen Robben,NED,F,1.81,75,23-01-84,Bedum
2012,a001,Bayern Munich,11,Ivica Olić,CRO,F,1.81,85,14-09-79,Davor
2012,a001,Bayern Munich,13,Rafinha,BRA,D,1.72,68,07-09-85,Londrina
2012,a001,Bayern Munich,14,Takashi Usami,JPN,M,1.78,68,06-05-92,Kyoto
2012,a001,Bayern Munich,17,Jérôme Boateng,GER,D,1.92,90,03-09-88,Berlin
2012,a001,Bayern Munich,21,Philipp Lahm,GER,D,1.7,62,11-11-83,Munich
2012,a001,Bayern Munich,22,Hans-Jörg Butt,GER,G,1.91,91,28-05-74,Oldenburg
2012,a001,Bayern Munich,23,Danijel Pranjić,CRO,M,1.72,67,02-12-81,Našice
2012,a001,Bayern Munich,24,Maximilian Riedmüller,GER,G,1.86,81,04-01-88,Munich
2012,a001,Bayern Munich,25,Thomas Müller,GER,M,1.86,74,13-09-89,Weilheim in Oberbayern
2012,a001,Bayern Munich,26,Diego Contento,ITA,D,1.76,70,01-05-90,Munich
2012,a001,Bayern Munich,27,David Alaba,AUT,M,1.75,70,24-06-92,Vienna
2012,a001,Bayern Munich,28,Holger Badstuber,GER,D,1.89,78,13-03-89,Memmingen
2012,a001,Bayern Munich,30,Luiz Gustavo,BRA,M,1.87,82,23-07-87,Pindamonhangaba
2012,a001,Bayern Munich,31,Bastian Schweinsteiger,GER,M,1.83,79,01-08-84,Kolbermoor
2012,a001,Bayern Munich,32,Rouven Sattelmaier,GER,G,1.86,85,07-08-87,Ludwigsburg
2012,a001,Bayern Munich,33,Mario Gómez,GER,F,1.89,84,10-07-85,Riedlingen
2012,a001,Bayern Munich,36,Emre Can,GER,M,1.86,76,12-01-94,Frankfurt am Main
2012,a001,Bayern Munich,39,Toni Kroos,GER,M,1.82,71,04-01-90,Greifswald
2012,a001,Bayern Munich,44,Anatoliy Tymoshchuk,UKR,M,1.81,75,30-03-79,Lutsk
2012,a001,Borussia Dortmund,1,Roman Weidenfeller,GER,G,1.88,85,06-08-80,Dietz
2012,a001,Borussia Dortmund,2,Julian Koch,GER,D,1.84,76,11-11-90,Schwerte
2012,a001,Borussia Dortmund,4,Neven Subotić,SRB,D,1.93,88,10-12-88,Banja Luka
2012,a001,Borussia Dortmund,5,Sebastian Kehl,GER,M,1.88,80,13-02-80,Fulda
2012,a001,Borussia Dortmund,6,Florian Kringe,GER,M,1.87,83,18-08-82,Siegen
2012,a001,Borussia Dortmund,7,Moritz Leitner,GER,M,1.74,65,08-12-92,Munich
2012,a001,Borussia Dortmund,8,Antonio da Silva,BRA,M,1.76,76,13-06-78,Rio de Janeiro
2012,a001,Borussia Dortmund,9,Robert Lewandowski,POL,F,1.81,79,21-08-88,Warsaw
2012,a001,Borussia Dortmund,11,Mario Götze,GER,M,1.76,64,03-06-92,Memmingen
2012,a001,Borussia Dortmund,14,Ivan Perišić,CRO,M,1.8,74,02-02-89,Split
2012,a001,Borussia Dortmund,15,Mats Hummels,GER,D,1.92,90,16-12-88,Bensberg
2012,a001,Borussia Dortmund,16,Jakub Błaszczykowski,POL,M,1.75,71,14-12-85,Częstochowa
2012,a001,Borussia Dortmund,18,Lucas Barrios,PAR,F,1.87,87,13-11-84,San Fernando
2012,a001,Borussia Dortmund,19,Kevin Großkreutz,GER,D,1.86,70,19-07-88,Dortmund
2012,a001,Borussia Dortmund,20,Mitchell Langerak,AUS,G,1.91,77,22-08-88,Emerald
2012,a001,Borussia Dortmund,21,İlkay Gündogan,GER,M,1.8,70,24-10-90,Gelsenkirchen
2012,a001,Borussia Dortmund,22,Sven Bender,GER,M,1.85,72,27-04-89,Rosenheim
2012,a001,Borussia Dortmund,23,Shinji Kagawa,JPN,M,1.72,63,17-03-89,Hyogo
2012,a001,Borussia Dortmund,24,Chris Löwe,GER,M,1.71,68,16-04-89,Plauen
2012,a001,Borussia Dortmund,25,Patrick Owomoyela,GER,D,1.87,80,05-11-79,Hamburg
2012,a001,Borussia Dortmund,26,Łukasz Piszczek,POL,D,1.84,73,03-06-85,Czechowice- Dziedzice
2012,a001,Borussia Dortmund,27,Felipe Santana,BRA,D,1.94,80,17-03-86,Rio Claro
2012,a001,Borussia Dortmund,29,Marcel Schmelzer,GER,D,1.81,74,22-01-88,Magdeburg
2012,a001,Borussia Dortmund,31,Marvin Bakalorz,GER,M,1.8,73,13-09-89,Offenbach
2012,a001,Borussia Dortmund,36,Mario Vrančić,GER,M,1.86,75,23-05-89,Slavonski Brod
2012,a001,Borussia Dortmund,37,Terrence Boyd,USA,F,1.85,87,16-02-91,Bremen
2012,a001,Borussia Dortmund,41,Johannes Focher,GER,G,1.92,81,20-01-90,Hamm
2012,a001,Borussia Dortmund,28,Marc Hornschuh,GER,D,1.87,73,02-03-91,Dortmund
2012,a001,Borussia Dortmund,10,Mohamed Zidan,EGY,F,1.72,71,11-12-81,Port Said
2012,a001,Borussia Dortmund,13,Damien Le Tallec,FRA,F,1.84,73,14-10-90,Poissy
2012,a001,Borussia Mönchengladbach,1,Marc-André ter Stegen,GER,G,1.85,82,30-04-92,Mönchengladbach
2012,a001,Borussia Mönchengladbach,2,Matthias Zimmermann,GER,D,1.74,63,16-06-92,Pforzheim
2012,a001,Borussia Mönchengladbach,3,Filip Daems,BEL,D,1.81,79,31-10-78,Turnhout
2012,a001,Borussia Mönchengladbach,4,Roel Brouwers,NED,D,1.9,81,28-11-81,Heerlen
2012,a001,Borussia Mönchengladbach,5,Alexander Ring,FIN,M,1.73,69,9-4-91,Helsinki
2012,a001,Borussia Mönchengladbach,6,Tolga Ciğerci,GER,M,1.85,75,23-03-92,Nordenham
2012,a001,Borussia Mönchengladbach,7,Patrick Herrmann,GER,M,1.79,69,12-02-91,Saarbrücken
2012,a001,Borussia Mönchengladbach,10,Igor De Camargo,BRA,F,1.87,75,12-05-83,Porto Feliz
2012,a001,Borussia Mönchengladbach,11,Marco Reus,GER,M,1.8,75,31-05-89,Dortmund
2012,a001,Borussia Mönchengladbach,13,Roman Neustädter,GER,M,1.9,82,18-02-88,Dnipropetrovsk
2012,a001,Borussia Mönchengladbach,14,Thorben Marx,GER,M,1.84,83,01-06-81,Berlin
2012,a001,Borussia Mönchengladbach,16,Håvard Nordtveit,NOR,D,1.86,72,21-06-90,Vats
2012,a001,Borussia Mönchengladbach,17,Oscar Wendt,SWE,D,1.81,83,24-10-85,Gothenburg
2012,a001,Borussia Mönchengladbach,18,Juan Arango,VEN,M,1.79,74,17-05-80,Maracay
2012,a001,Borussia Mönchengladbach,19,Mike Hanke,GER,F,1.83,75,05-11-83,Hamm/Westphalia
2012,a001,Borussia Mönchengladbach,20,Matthew Leckie,AUS,M,1.8,79,04-02-91,Melbourne
2012,a001,Borussia Mönchengladbach,21,Janis Blaswich,GER,G,1.93,83,02-05-91,Mehrhoog
2012,a001,Borussia Mönchengladbach,23,Yuki Otsu,JPN,M,1.8,73,24-03-90,Ibaraki
2012,a001,Borussia Mönchengladbach,24,Tony Jantschke,GER,M,1.77,69,07-04-90,Hoyerswerda
2012,a001,Borussia Mönchengladbach,27,Julian Korb,GER,M,1.77,68,21-03-92,Essen
2012,a001,Borussia Mönchengladbach,29,Dennis Dowidat,GER,M,1.72,69,10-01-90,Düsseldorf
2012,a001,Borussia Mönchengladbach,31,Dante,BRA,D,1.87,82,18-10-83,Salvador
2012,a001,Borussia Mönchengladbach,32,Bernhard Janeczek,AUT,D,1.85,82,10-03-92,Vienna
2012,a001,Borussia Mönchengladbach,33,Christofer Heimeroth,GER,G,1.94,91,01-08-81,Unna
2012,a001,Borussia Mönchengladbach,34,Amin Younes,GER,M,1.68,65,06-08-93,Düsseldorf
2012,a001,Borussia Mönchengladbach,35,Christopher Mandiangu,GER,F,1.73,63,08-02-92,Kinshasa
2012,a001,Borussia Mönchengladbach,36,Muhittin Baştürk,GER,M,1.8,75,03-01-91,Neunkirchen
2012,a001,Borussia Mönchengladbach,37,Niklas Dams,GER,D,1.85,80,28-05-90,Düsseldorf
2012,a001,Borussia Mönchengladbach,39,Martin Stranzl,AUT,D,1.9,81,16-06-80,Güssing
2012,a001,Borussia Mönchengladbach,22,Tobias Levels,GER,D,1.86,81,22-11-86,St Tönis
2012,a001,Borussia Mönchengladbach,26,Michael Bradley,USA,M,1.85,82,31-07-87,Palatine
2012,a001,Borussia Mönchengladbach,25,Mohammadou Idrissou,CMR,F,1.9,83,08-03-80,Yaoundé
2012,a001,Borussia Mönchengladbach,15,Joshua King,NOR,F,1.8,74,15-01-92,Oslo
2012,a001,Borussia Mönchengladbach,28,Elias Kachunga,GER,F,1.76,64,22-04-92,Cologne
2012,a001,Borussia Mönchengladbach,9,Raśl Bobadilla,ARG,F,1.8,82,18-06-87,Formosa
2012,a001,Borussia Mönchengladbach,8,Lukas Rupp,GER,M,1.78,64,8-1-91,Heidelberg
2012,a001,SC Freiburg,1,Oliver Baumann,GER,G,1.87,72,02-06-90,Breisach
2012,a001,SC Freiburg,2,Pavel Krmaš,CZE,D,1.93,86,03-03-80,Broumov
2012,a001,SC Freiburg,4,Beg Ferati,SUI,D,1.86,80,10-11-86,Basel
2012,a001,SC Freiburg,7,Cédric Makiadi,COD,M,1.78,75,23-02-84,Kinshasa
2012,a001,SC Freiburg,8,Jan Rosenthal,GER,M,1.84,76,07-04-86,Sulingen
2012,a001,SC Freiburg,9,Ivan Santini,CRO,F,1.9,86,21-05-89,Zadar
2012,a001,SC Freiburg,11,Garra Dembélé,MLI,F,1.83,71,21-02-86,Gennevilliers
2012,a001,SC Freiburg,13,Fallou Diagné,SEN,D,1.85,75,14-08-89,Pikine
2012,a001,SC Freiburg,14,Anton Putsilo,BLR,M,1.8,74,23-06-87,Orsha
2012,a001,SC Freiburg,15,Oliver Barth,GER,D,1.88,80,06-10-79,Bad Cannstatt
2012,a001,SC Freiburg,16,Michael Lumb,DEN,D,1.77,70,09-01-88,Aarhus
2012,a001,SC Freiburg,17,Jonathan Schmid,FRA,M,1.77,69,26-06-90,Strasbourg
2012,a001,SC Freiburg,18,Johannes Flum,GER,M,1.89,80,25-02-88,Waldshut
2012,a001,SC Freiburg,19,Daniel Batz,GER,G,1.9,86,12-01-91,Erlangen
2012,a001,SC Freiburg,20,Andreas Hinkel,GER,D,1.83,74,26-03-82,Backnang
2012,a001,SC Freiburg,23,Julian Schuster,GER,M,1.9,77,15-04-85,Bietigheim-Bissingen
2012,a001,SC Freiburg,24,Mensur Mujdža,BIH,D,1.84,74,28-03-84,Zagreb
2012,a001,SC Freiburg,25,Oliver Sorg,GER,D,1.74,70,29-05-90,Singen
2012,a001,SC Freiburg,26,Erik Jendrišek,SVK,F,1.76,74,26-10-86,Trstená
2012,a001,SC Freiburg,27,Stefan Reisinger,GER,F,1.85,82,14-09-81,Landshut
2012,a001,SC Freiburg,28,Matthias Ginter,GER,M,1.87,82,19-01-94,March
2012,a001,SC Freiburg,31,Karim Guédé,SVK,D,1.84,77,07-01-85,Hamburg
2012,a001,SC Freiburg,33,Simon Brandstetter,GER,F,1.87,82,02-05-90,Esslingen am Neckar
2012,a001,SC Freiburg,35,Sebastien Freis,GER,F,1.83,75,23-04-85,Karlsruhe
2012,a001,SC Freiburg,36,Alexander Schwolow,GER,G,1.89,83,02-06-92,Wiesbaden
2012,a001,SC Freiburg,40,Daniel Caligiuri,GER,M,1.82,79,15-01-88,Villingen-Schwenningen
2012,a001,SC Freiburg,41,Immanuel Höhn,GER,D,1.83,72,23-12-91,Mainz
2012,a001,SC Freiburg,44,Marc Lais,GER,M,1.84,80,04-02-91,Freiburg
2012,a001,SC Freiburg,48,Erich Sautner,GER,M,1.68,65,06-11-91,
2012,a001,SC Freiburg,20,Ivica Banović,CRO,M,1.86,81,02-08-80,Zagreb
2012,a001,SC Freiburg,28,Daniel Williams,GER,M,1.8,76,08-03-89,Karlsruhe
2012,a001,SC Freiburg,6,Yacine Abdessadki,MAR,M,1.75,70,01-01-81,Nice
2012,a001,SC Freiburg,21,Manuel Salz,GER,G,1.85,74,06-08-85,Böblingen
2012,a001,SC Freiburg,5,Heiko Butscher,GER,D,1.89,86,28-07-80,Ravensburg
2012,a001,SC Freiburg,9,Papiss Demba Cissé,SEN,F,1.83,73,03-06-85,Dakar
2012,a001,SC Freiburg,3,Felix Bastians,GER,M,1.88,76,09-05-88,Bochum
2012,a001,SC Freiburg,10,Maximilian Nicu,GER,M,1.87,74,25-11-82,Prien am Chiemsee
2012,a001,SC Freiburg,29,Christian Bickel,GER,M,1.78,70,27-01-91,Bad Langensalza
2012,a001,SC Freiburg,22,Kisho Yano,JPN,F,1.85,74,05-04-84,Shizuoka
2012,a001,Hamburger SV,1,Jaroslav Drobný,CZE,G,1.92,88,18-10-79,Počátky
2012,a001,Hamburger SV,2,Dennis Diekmeier,GER,D,1.88,78,20-10-89,Thedinghausen
2012,a001,Hamburger SV,3,Michael Mancienne,ENG,D,1.8,74,08-01-88,Isleworth
2012,a001,Hamburger SV,4,Heiko Westermann,GER,D,1.9,85,14-08-83,Alzenau
2012,a001,Hamburger SV,5,Jeffrey Bruma,NED,D,1.86,83,13-11-91,Rotterdam
2012,a001,Hamburger SV,6,Dennis Aogo,GER,D,1.83,85,14-01-87,Karlsruhe
2012,a001,Hamburger SV,7,Marcell Jansen,GER,D,1.91,84,04-11-85,Mönchengladbach
2012,a001,Hamburger SV,8,Tomás Rincón,VEN,M,1.75,75,13-01-88,San Cristóbal
2012,a001,Hamburger SV,9,José Paolo Guerrero,PER,F,1.84,72,01-01-84,Lima
2012,a001,Hamburger SV,10,Mladen Petrić,CRO,F,1.85,81,01-01-81,Dubrave
2012,a001,Hamburger SV,11,Ivo Iličević,CRO,M,1.74,65,14-11-86,Aschaffenburg
2012,a001,Hamburger SV,13,Robert Tesche,GER,M,1.8,71,27-05-87,Wismar
2012,a001,Hamburger SV,14,David Jarolim,CZE,M,1.74,69,17-05-79,Čáslav
2012,a001,Hamburger SV,15,Son Heung-Min,KOR,F,1.83,76,08-07-92,Chuncheon
2012,a001,Hamburger SV,16,Marcus Berg,SWE,F,1.83,76,17-08-86,Torsby
2012,a001,Hamburger SV,17,Gökhan Töre,TUR,M,1.76,74,20-01-92,Cologne
2012,a001,Hamburger SV,18,Romeo Castelen,NED,M,1.7,66,03-05-83,Paramaribo
2012,a001,Hamburger SV,22,Jacopo Sala,ITA,M,1.83,80,05-12-91,Bergamo
2012,a001,Hamburger SV,23,Slobodan Rajković,SRB,D,1.95,85,03-02-89,Belgrade
2012,a001,Hamburger SV,25,Per Ciljan Skjelbreid,NOR,M,1.75,62,16-06-87,Trondheim
2012,a001,Hamburger SV,27,Sören Bertram,GER,M,1.8,70,05-06-91,Uelzen
2012,a001,Hamburger SV,28,Tolgay Arslan,TUR,M,1.79,75,16-08-90,Paderborn
2012,a001,Hamburger SV,29,Tom Mickel,GER,G,1.86,78,19-04-89,Hoyerswerda
2012,a001,Hamburger SV,30,Sven Neuhaus,GER,G,1.94,90,04-04-78,Essen
2012,a001,Hamburger SV,31,Dániel Nagy,HUN,M,1.81,75,15-03-91,Budapest
2012,a001,Hamburger SV,32,Florian Brügmann,GER,D,1.73,69,23-01-91,Hamburg
2012,a001,Hamburger SV,33,Miroslav Štěpánek,CZE,D,1.92,88,15-01-90,Olomouc
2012,a001,Hamburger SV,34,Muhamed Bešić,BIH,D,1.77,75,10-09-92,Berlin
2012,a001,Hamburger SV,35,Hanno Behrens,GER,M,1.88,78,26-03-90,Elmshorn
2012,a001,Hamburger SV,36,Kevin Ingreso,PHI,M,1.78,69,10-02-93,Hamburg
2012,a001,Hamburger SV,37,Janek Sternberg,GER,D,1.81,78,19-10-92,Leezen
2012,a001,Hamburger SV,38,Zhi Gin Lam,GER,D,1.77,67,04-06-91,Hamburg
2012,a001,Hamburger SV,40,Florian Stritzel,GER,G,1.96,92,31-01-94,Neubrandenburg
2012,a001,Hamburger SV,42,Mickaël Tavares,SEN,M,1.86,78,25-10-82,Villeneuve-St-Georges
2012,a001,Hamburger SV,44,Gojko Kačar,SRB,M,1.86,79,26-01-87,Novi Sad
2012,a001,Hamburger SV,30,Wolfgang Hesl,GER,G,1.85,85,13-01-86,Nabburg
2012,a001,Hamburger SV,11,Eljero Elia,NED,F,1.76,70,13-02-87,Voorburg
2012,a001,Hamburger SV,20,Guy Demel,CIV,D,1.88,88,13-06-81,Orsay
2012,a001,Hamburger SV,32,Änis Ben-Hatira,GER,M,1.81,78,18-07-88,Berlin
2012,a001,Hamburger SV,19,Lennard Sowah,GER,D,1.8,70,23-08-92,Hamburg
2012,a001,Hannover 96,1,Ron-Robert Zieler,GER,G,1.85,73,12-02-89,Cologne
2012,a001,Hannover 96,2,Leon Andreasen,DEN,M,1.88,81,23-04-83,Aidt Thorsø
2012,a001,Hannover 96,3,Karim Haggui,TUN,D,1.87,85,20-01-84,Kasserine
2012,a001,Hannover 96,4,Emanuel Pogatetz,AUT,D,1.89,76,16-01-83,Graz
2012,a001,Hannover 96,5,Mario Eggimann,SUI,D,1.9,84,24-01-81,Brugg
2012,a001,Hannover 96,6,Steve Cherundolo,USA,D,1.68,66,19-02-79,Rockford
2012,a001,Hannover 96,7,Sergio Pinto,POR,M,1.77,71,16-10-80,Mafamude
2012,a001,Hannover 96,8,Altin Lala,ALB,M,1.72,64,18-11-75,Kavaje
2012,a001,Hannover 96,9,Artur Sobiech,POL,F,1.84,75,12-06-90,Ruda Śląska
2012,a001,Hannover 96,11,Didier Ya Konan,CIV,M,1.74,74,22-05-84,Abidjan
2012,a001,Hannover 96,13,Jan Schlaudraff,GER,F,1.8,67,18-07-83,Waldbröl
2012,a001,Hannover 96,14,Markus Miller,GER,G,1.89,89,08-04-82,Lindenber im Allgäu
2012,a001,Hannover 96,15,Henning Hauger,NOR,M,1.79,71,17-07-85,Bærum
2012,a001,Hannover 96,16,Daniel Royer,AUT,M,1.77,73,22-05-90,Schladming
2012,a001,Hannover 96,17,Moritz Stoppelkamp,GER,M,1.8,75,11-12-86,Duisburg
2012,a001,Hannover 96,18,Pascal Nagel,GER,G,1.9,80,19-06-91,
2012,a001,Hannover 96,19,Christian Schulz,GER,D,1.8,73,01-04-83,Bassum
2012,a001,Hannover 96,20,Carlitos,POR,M,1.75,72,06-09-82,Lisbon
2012,a001,Hannover 96,21,Samuel Radlinger,AUT,G,1.96,83,07-11-92,Ried im Innkreis
2012,a001,Hannover 96,23,Sofian Chahed,TUN,M,1.78,73,18-04-83,Berlin
2012,a001,Hannover 96,24,Christian Pander,GER,D,1.86,80,28-08-83,Münster
2012,a001,Hannover 96,25,Mohammed Abdellaoue,NOR,F,1.84,81,23-10-85,Oslo
2012,a001,Hannover 96,26,Deniz Aycicek,GER,M,1.79,72,5-6-90,
2012,a001,Hannover 96,27,Erdal Akdarı,TUR,D,1.84,72,05-06-93,Batman
2012,a001,Hannover 96,28,Lars Stindl,GER,M,1.8,73,26-08-88,Waghäusel
2012,a001,Hannover 96,30,Tim Wendel,GER,D,1.87,79,12-01-89,Moers
2012,a001,Hannover 96,31,Jannis Pläschke,GER,M,1.77,67,06-02-93,Herzberg
2012,a001,Hannover 96,33,Manuel Schmiedebach,GER,M,1.7,70,05-12-88,Berlin
2012,a001,Hannover 96,34,Konstantin Rausch,GER,D,1.78,67,15-03-90,Kozhevnikovo
2012,a001,Hannover 96,35,Christopher Avevor,GER,D,1.84,81,11-02-92,Kiel
2012,a001,Hannover 96,39,Mame Biram Diouf,SEN,F,1.85,76,16-12-87,Dakar
